id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,bridgeName,cmd,co2,command,connRef,cooling,count,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,disMacro,discharge,domestic,effective,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,flow,groupRef,heat,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,jci,johnson,kind,lastSynced,lastTagged,leaving,linked,load,low,mixed,mixing,mode,navName,noMatch,noTagMatch,objectId,occ,occupancyIndicator,opcConnRef,opcCur,opcPoint,outside,perimeterHeat,point,pointType,power,pressure,primaryLoop,pump,quantityID,reliability,return,reversing,roomRef,run,runtime,scheduleOcc,secondaryLoop,sensor,shortName,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,subEquipRef,tagTableRef,tags,temp,tlName,tz,unit,utilityPoint,valve,volume,water,waterMeterLoad,wifi,wifiId,zachName,zone,zones,mod
@p:ubcv:r:2094e8e9-c120fb44 Friedman DHWP JCL-NAE24/FCB-01.FEC-004.Parameters.DHX1ST-SP,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3011318,"",✓,JCL-NAE24/FCB-01.FEC-004.Parameters.DHX1ST-SP,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:254642fb-4c6d12ab Friedman DHWP,"","","",@p:ubcv:r:220b84f4-c538794f Friedman Hydronic Systems,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",107044,2017-05-11T03:30:00-07:00 Los_Angeles,ok,"",✓,✓,"",Number,2020-05-12T14:43:38.498-07:00 Los_Angeles,2018-12-07T09:45:30.453-08:00 Los_Angeles,✓,"","","","","","",Leaving Hot Water Temp Sp,"","",AV3008531,"","","","","","","",✓,"","","","","","","","","","","","","",✓,"","",@p:ubcv:r:2093d464-0478966f Friedman,"",✓,"","","",@p:ubcv:r:220ce68a-948f4c14 Friedman HWP DHX,@p:ubcv:r:23e65d3d-26daed12 .+(\.|-| )DHX1ST-SP,"",✓,JCL-NAE24/FCB-01.FEC-004.Parameters.DHX1ST-SP.Trend1,Los_Angeles,°C,"","","",✓,"","","",5232.PHW.DHX1ST-SP,"","",2020-04-09T19:02:03.841Z UTC
@p:ubcv:r:2549e376-9c6aeaa3 Friedman AHU-04 EF JCL-NAE24/FCB-01.FEC-062.EF11-C,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3008949,"",✓,JCL-NAE24/FCB-01.FEC-062.EF11-C,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Off,On","",@p:ubcv:r:25d7526b-92e06537 Friedman AHU-04 EF,✓,✓,"",@p:ubcv:r:2203b248-8734d49f Friedman Air Systems,"","",✓,"","","",2020-05-01T07:38:23-07:00 Los_Angeles,"","","",226,2019-10-23T19:00:08-07:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:43:38.258-07:00 Los_Angeles,"","",✓,"","","","","",Exhaust Fan Run Cmd,"","",BO3007796,"","","","","","","",✓,"","","","","","","","","","",✓,"","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-b8710d90 .+(\.|-| |_)EF-?(\d+)?\w?-C,"","",JCL-NAE24/FCB-01.FEC-062.EF11-C.Trend1,Los_Angeles,"","","","","","","","",5252.AHU-04.EF11-C,"","",2020-04-08T18:50:35.357Z UTC
@p:ubcv:r:2549efa0-2246d783 Friedman Unsorted Points JCL-NAE24/FCB-01.FEC-006.Parameters.ZNT-SP,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3011068,"",✓,JCL-NAE24/FCB-01.FEC-006.Parameters.ZNT-SP,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","","",@p:ubcv:r:2375fcb1-58927a21 Friedman Unsorted Points,"","","",@p:ubcv:r:2375fcb1-c8fbbcba Friedman Unsorted Points,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",27965,2019-10-28T03:30:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:43:38.5-07:00 Los_Angeles,"","",✓,"","","","","",Zone Temp Effective Sp,"","",AV3008246,"","","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"",✓,"","","","",@p:ubcv:r:23e65d3e-1fede0fa .+(\.|-| )ZNT-SP,"",✓,JCL-NAE24/FCB-01.FEC-006.Parameters.ZNT-SP.Trend1,Los_Angeles,°C,"","","","","","","",5232.AHU-01.ZNT-SP,✓,"",2020-04-09T19:02:03.842Z UTC
@p:ubcv:r:25fb83ae-be33bd9a Friedman Unsorted Points JCL-NAE24/BACnet IP1.Mitsubishi VRF interface.AV-10210,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3011416,"","",JCL-NAE24/BACnet IP1.Mitsubishi VRF interface.AV-10210,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2375fcb1-58927a21 Friedman Unsorted Points,"","","",@p:ubcv:r:2375fcb1-c8fbbcba Friedman Unsorted Points,"","",✓,"","","",2020-05-12T13:00:09-07:00 Los_Angeles,"","","",117,2020-03-10T15:48:04-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:43:38.303-07:00 Los_Angeles,"","","","","","","","",JCL-NAE24/BACnet IP1.Mitsubishi VRF interface.AV-10210,"",✓,AV3011368,"","","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","","","","",JCL-NAE24/BACnet IP1.Mitsubishi VRF interface.AV-10210.Trend1,Los_Angeles,°C,"","","","","","","",Return air temperature set point 0102,"","",2020-04-09T19:02:03.843Z UTC
@p:ubcv:r:2549e376-a3889ada Friedman Rm 107 VAV 1-1-07 JCL-NAE24/FCB-01.VMA-009.RAD-O,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3008806,"",✓,JCL-NAE24/FCB-01.VMA-009.RAD-O,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:220b8ce4-5d5b4343 Friedman Rm 107 VAV 1-1-07,"","","",@p:ubcv:r:220b8ce4-f325dbc7 Friedman Floor 1,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",27970,2019-10-28T02:40:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:43:38.502-07:00 Los_Angeles,"","",✓,"","","","","",Baseboard Radiation Cmd,"","",AO3007763,"","","","","","",✓,✓,"","","","","","","","","",@p:ubcv:r:220b8ce4-ded07b79 Friedman Rm 107,"","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-090873f2 .+(\.|-| )(SUP)?RAD-O,"","",JCL-NAE24/FCB-01.VMA-009.RAD-O.Trend1,Los_Angeles,%,"","","","","","","","","","",2020-04-14T16:50:02.511Z UTC
@p:ubcv:r:220b975e-92f55ed3 Friedman Rm 444 VAV 3-4-03 JCL-NAE24/FCB-01.VMA-053.SAFLOW-SP,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3010709,"",✓,JCL-NAE24/FCB-01.VMA-053.SAFLOW-SP,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:220b8ce5-802abcb9 Friedman Rm 444 VAV 3-4-03,"","",✓,@p:ubcv:r:220b8ce4-f3738769 Friedman Floor 4,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",81820,2018-02-05T02:45:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:43:38.504-07:00 Los_Angeles,2019-04-11T16:04:13.618-07:00 Los_Angeles,"","","","","","","",Discharge Air Flow Sp,"","",AV3008141,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:220b8ce5-85accb4d Friedman Rm 444,"","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"",✓,"","","","",@p:ubcv:r:23e65d3d-dcc151d5 .+(\.|-| )SAF(LOW)?-SP,"","",JCL-NAE24/FCB-01.VMA-053.SAFLOW-SP.Trend1,Los_Angeles,L/s,"","","","","","","",5252.AHU-03.VAV-4-03.SAFLOW-SP,"","",2020-04-09T19:02:03.845Z UTC
@p:ubcv:r:220b975e-f465f064 Friedman Rm 423 VAV 1-4-02 JCL-NAE24/FCB-01.VMA-050.SA-F,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3009681,"",✓,JCL-NAE24/FCB-01.VMA-050.SA-F,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:220b8ce4-c8aa857c Friedman Rm 423 VAV 1-4-02,"","",✓,@p:ubcv:r:220b8ce4-f3738769 Friedman Floor 4,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",81492,2018-02-05T02:45:00-08:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T14:43:38.507-07:00 Los_Angeles,2019-04-11T16:04:13.564-07:00 Los_Angeles,"","","","","","","",Discharge Air Flow,"","",AV3007950,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:220b8ce4-c51a3276 Friedman Rm 423,"","","","",✓,"",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-a163c209 .+(\.|-| )(S|D)A-F,"","",JCL-NAE24/FCB-01.VMA-050.SA-F.Trend1,Los_Angeles,L/s,"","","","","","","",5232.AHU-01.VAV-4-02.SA-F,"","",2020-04-09T19:02:03.846Z UTC
@p:ubcv:r:220b975d-70972da9 Friedman HWP HX-01 P01b JCL-NAE24/FCB-01.FEC-004.P01b-S,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3008482,"",✓,JCL-NAE24/FCB-01.FEC-004.P01b-S,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","","Off,On",P01b,@p:ubcv:r:2546459a-0ebafbc2 Friedman HWP HX-01,"","","",@p:ubcv:r:220b84f4-c538794f Friedman Hydronic Systems,"","",✓,"","","",2020-05-12T05:00:27-07:00 Los_Angeles,"","","",12786,2018-02-05T02:45:00-08:00 Los_Angeles,ok,"","",✓,✓,Bool,2020-05-12T14:43:38.189-07:00 Los_Angeles,2018-12-07T09:45:30.522-08:00 Los_Angeles,"","","","","","","",Run Status,"","",BI3007667,"","","","","","","",✓,"","","","",✓,"","","","","",✓,"","",✓,✓,"",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","",@p:ubcv:r:220ce68a-78151306 Friedman HWP HX-01,@p:ubcv:r:2549f4de-0619d1f0 .+(\.|-| )P(CHWP)?E?\d+\w?-S,"","",JCL-NAE24/FCB-01.FEC-004.P01b-S.Trend1,Los_Angeles,"","","","","","","","",5232.PHW.P01b-S,"","",2020-05-12T11:03:27.635Z UTC
@p:ubcv:r:220b975e-6528a098 Friedman Rm 420c VAV 1-4-04 JCL-NAE24/FCB-01.VMA-044.SA-F,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3009945,"",✓,JCL-NAE24/FCB-01.VMA-044.SA-F,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:220b8ce4-1cfdabfb Friedman Rm 420c VAV 1-4-04,"","",✓,@p:ubcv:r:220b8ce4-f3738769 Friedman Floor 4,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",81384,2018-02-05T02:45:00-08:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T14:43:38.51-07:00 Los_Angeles,2019-04-11T16:04:13.856-07:00 Los_Angeles,"","","","","","","",Discharge Air Flow,"","",AV3008000,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:220b8ce4-20fdc7b5 Friedman Rm 420c,"","","","",✓,"",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-a163c209 .+(\.|-| )(S|D)A-F,"","",JCL-NAE24/FCB-01.VMA-044.SA-F.Trend1,Los_Angeles,L/s,"","","","","","","",5232.AHU-01.VAV-4-04.SA-F,"","",2020-04-09T19:02:03.847Z UTC
@p:ubcv:r:20db0bfb-0ccf33ee Friedman AHU-03 SF JCL-NAE24/FCB-01.FEC-008.SF-O,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3008410,"",✓,JCL-NAE24/FCB-01.FEC-008.SF-O,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:22a33b42-3cdfd8f8 Friedman AHU-03 SF,"",✓,"",@p:ubcv:r:2203b248-8734d49f Friedman Air Systems,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",103030,2017-06-19T03:30:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:43:38.512-07:00 Los_Angeles,2018-12-07T09:45:30.499-08:00 Los_Angeles,"","","","","","","",Discharge Fan Speed Cmd,"","",AO3007659,"","","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"","",✓,"","","",@p:ubcv:r:23e65d3d-c41cb6bb .+(\.|-| )SF(\d+)?-O(.Trend\d)?,"","",JCL-NAE24/FCB-01.FEC-008.SF-O.Trend1,Los_Angeles,%,"","","","","","","","","","",2020-04-14T16:49:59.56Z UTC
@p:ubcv:r:20d1dfb1-82b47ddf Friedman AHU-02 RF JCL-NAE24/FCB-01.FEC-007.RF-C,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3008305,"",✓,JCL-NAE24/FCB-01.FEC-007.RF-C,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","","","","",✓,"","","Off,On","",@p:ubcv:r:25d7526b-a737a94b Friedman AHU-02 RF,"",✓,"",@p:ubcv:r:2203b248-8734d49f Friedman Air Systems,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",62585,2017-06-07T18:02:04-07:00 Los_Angeles,ok,"","",✓,✓,Bool,2020-05-12T14:43:38.514-07:00 Los_Angeles,2018-12-07T09:45:30.59-08:00 Los_Angeles,"","","","","","","",Return Fan Enable Cmd,"","",BO3007624,"","","","","","","",✓,"","","","","","","",✓,"","","","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-da30c357 .+(\.|-| )RF(\d?)-C,"","",JCL-NAE24/FCB-01.FEC-007.RF-C.Trend1,Los_Angeles,"","","","","","","","",5252.AHU-02.RF-C,"","",2020-04-08T18:50:02.338Z UTC
@p:ubcv:r:2549f11f-736d673f Friedman Unsorted Points JCL-NAE24/FCB-01.FEC-004.HEX1-O,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3008500,"",✓,JCL-NAE24/FCB-01.FEC-004.HEX1-O,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2375fcb1-58927a21 Friedman Unsorted Points,"","","",@p:ubcv:r:2375fcb1-c8fbbcba Friedman Unsorted Points,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",27964,2019-10-28T03:40:00-07:00 Los_Angeles,ok,"",✓,✓,"",Number,2020-05-12T14:43:38.516-07:00 Los_Angeles,"","","","","","","","",Valve Cmd,"","",AO3007682,"","","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-e47a05ca .+(\.|-| )D?HEX?\d+\w?-(VLV|O),"","",JCL-NAE24/FCB-01.FEC-004.HEX1-O.Trend1,Los_Angeles,%,"",✓,"",✓,"","","","","","",2020-04-14T16:50:00.348Z UTC
@p:ubcv:r:2549f11f-183c64af Friedman Unsorted Points JCL-NAE24/FCB-01.VMA-016.HTG-O,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3008893,"",✓,JCL-NAE24/FCB-01.VMA-016.HTG-O,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2375fcb1-58927a21 Friedman Unsorted Points,"","","",@p:ubcv:r:2375fcb1-c8fbbcba Friedman Unsorted Points,"",✓,✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",27964,2019-10-28T03:40:00-07:00 Los_Angeles,ok,"",✓,✓,"",Number,2020-05-12T14:43:38.518-07:00 Los_Angeles,"","","","","","","","",Heating Valve Cmd,"","",AO3007776,"","","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"","",JCL-NAE24/FCB-01.VMA-016.HTG-O.Trend1,Los_Angeles,%,"",✓,"",✓,"","","","","","",2020-04-14T16:50:00.892Z UTC
@p:ubcv:r:2549efa0-1f0fb5ef Friedman Unsorted Points JCL-NAE24/Programming.Global data.OA-T (predicted),"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3010883,"",✓,JCL-NAE24/Programming.Global data.OA-T (predicted),"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2375fcb1-58927a21 Friedman Unsorted Points,"","","",@p:ubcv:r:2375fcb1-c8fbbcba Friedman Unsorted Points,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",27965,2019-10-28T03:30:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:43:38.52-07:00 Los_Angeles,"","",✓,"","","","","",JCL-NAE24/Programming.Global data.OA-T (predicted),"",✓,AV3008195,"","","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","","","","",JCL-NAE24/Programming.Global data.OA-T (predicted).Trend1,Los_Angeles,°C,"","","","","","","",OA-T (predicted),"","",2020-04-09T19:02:03.851Z UTC
@p:ubcv:r:220b975f-9c808bea Friedman DHWP DHX JCL-NAE24/FCB-01.FEC-004.DHWVLV-FEEDBACK,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3008495,"",✓,JCL-NAE24/FCB-01.FEC-004.DHWVLV-FEEDBACK,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:254643d0-767b40a5 Friedman DHWP DHX,"","","",@p:ubcv:r:220b84f4-c538794f Friedman Hydronic Systems,✓,"",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",80964,2018-02-06T02:45:00-08:00 Los_Angeles,ok,"",✓,✓,"",Number,2020-05-12T14:43:38.522-07:00 Los_Angeles,2018-12-07T09:45:30.522-08:00 Los_Angeles,"","","","","","","",Valve Feedback,"","",AI3007677,"","","","","","","",✓,"","","",✓,"","","","","","","","","","",✓,"",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","",@p:ubcv:r:220ce68a-948f4c14 Friedman HWP DHX,@p:ubcv:r:2549dbe6-33f72590 .+(\.|-| )(HEX\d+|DHW)VLV-FEEDBACK,"","",JCL-NAE24/FCB-01.FEC-004.DHWVLV-FEEDBACK.Trend1,Los_Angeles,%,"",✓,"",✓,"","","",5232.PHW.DHWVLV-FEEDBACK,"","",2020-04-14T16:50:01.404Z UTC
@p:ubcv:r:220b975f-6fde02f0 Friedman HX-03 P03a JCL-NAE24/FCB-01.FEC-005.P03a-C,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3008550,"",✓,JCL-NAE24/FCB-01.FEC-005.P03a-C,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","","Off,On",P03a,@p:ubcv:r:22a09c4b-f4c67d0a Friedman HX-03,"","","",@p:ubcv:r:220b84f4-c538794f Friedman Hydronic Systems,"","",✓,"","","",2020-05-01T07:38:23-07:00 Los_Angeles,"","","",1480,2017-11-23T07:32:41-08:00 Los_Angeles,ok,"",✓,✓,✓,Bool,2020-05-12T14:43:38.26-07:00 Los_Angeles,2018-12-07T09:45:30.561-08:00 Los_Angeles,"","","","","","","",Run Cmd,"","",BO3007698,"","","","","","","",✓,"","","","",✓,"","","","","",✓,"","",✓,"","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-55a2ccd7 .+(\.|-| )P\d+\w?-(C|E),"","",JCL-NAE24/FCB-01.FEC-005.P03a-C.Trend1,Los_Angeles,"","","","",✓,"","","",5252.PHW.P03a-C,"","",2020-05-12T11:03:27.794Z UTC
@p:ubcv:r:220b975e-bb08fa16 Friedman Rm 150 VAV 3-1-02 JCL-NAE24/FCB-01.VMA-018.HTG-O,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3009001,"",✓,JCL-NAE24/FCB-01.VMA-018.HTG-O,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:220b8ce4-2861a68a Friedman Rm 150 VAV 3-1-02,"","","",@p:ubcv:r:220b8ce4-f325dbc7 Friedman Floor 1,✓,✓,✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",81531,2018-02-05T02:45:00-08:00 Los_Angeles,ok,"",✓,✓,✓,Number,2020-05-12T14:43:38.524-07:00 Los_Angeles,2018-12-07T09:45:30.5-08:00 Los_Angeles,"","","","","","","",Heating Valve Cmd,"","",AO3007800,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:220b8ce4-4aae8b65 Friedman Rm 150,"","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"","",JCL-NAE24/FCB-01.VMA-018.HTG-O.Trend1,Los_Angeles,%,"",✓,"",✓,@p:ubcv:r:2094e280-f218ba9d Friedman HW Main Meter,"","","","","",2020-04-14T16:49:59.562Z UTC
@p:ubcv:r:220b975e-2b051161 Friedman Rm 441 VAV 3-4-01 JCL-NAE24/FCB-01.VMA-051.HTG-O,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3010623,"",✓,JCL-NAE24/FCB-01.VMA-051.HTG-O,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:220b8ce5-03ea2fb0 Friedman Rm 441 VAV 3-4-01,"","","",@p:ubcv:r:220b8ce4-f3738769 Friedman Floor 4,✓,✓,✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",81556,2018-02-05T02:45:00-08:00 Los_Angeles,ok,"",✓,✓,✓,Number,2020-05-12T14:43:38.526-07:00 Los_Angeles,2018-12-07T09:45:30.512-08:00 Los_Angeles,"","","","","","","",Heating Valve Cmd,"","",AO3008127,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:220b8ce5-7efc356b Friedman Rm 441,"","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"","",JCL-NAE24/FCB-01.VMA-051.HTG-O.Trend1,Los_Angeles,%,"",✓,"",✓,@p:ubcv:r:2094e280-f218ba9d Friedman HW Main Meter,"","","","","",2020-04-14T16:50:00.622Z UTC
@p:ubcv:r:220b975e-909da85d Friedman Rm 444 VAV 3-4-03 JCL-NAE24/FCB-01.VMA-053.ZN-T,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3010705,"",✓,JCL-NAE24/FCB-01.VMA-053.ZN-T,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:220b8ce5-802abcb9 Friedman Rm 444 VAV 3-4-03,"","","",@p:ubcv:r:220b8ce4-f3738769 Friedman Floor 4,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",81516,2018-02-05T02:45:00-08:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T14:43:38.528-07:00 Los_Angeles,2018-12-07T09:45:30.506-08:00 Los_Angeles,"","","","","","","",Zone Temp,"","",AI3008138,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:220b8ce5-85accb4d Friedman Rm 444,"","","","",✓,"",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE24/FCB-01.VMA-053.ZN-T.Trend1,Los_Angeles,°C,"","","","","","","",5252.AHU-03.VAV-4-03.ZN-T,✓,"",2020-04-09T19:02:03.855Z UTC
