id,air,ancillaryImport,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,chilled,cmd,co2,connRef,cooling,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,flow,gas,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,kind,lastSynced,lastTagged,leaving,mixed,mode,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,outside,point,power,pressure,primaryLoop,ptTest,pump,quantityID,return,run,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,temp,testUnits,tlName,tz,unit,utilityPoint,valve,volume,water,zone,mod
@p:ubcv:r:23d4f054-76aad12f Ponderosa North Unsorted Points EF_35_DAMPER,"","",@p:ubcv:r:23d4dcf3-4b1434b7 PONDN POND2_LVL2_FANCOILS (730200),"",TL13,✓,EF_35_DAMPER,"","","",@p:ubcv:r:23d4dcf3-4b1434b7 PONDN POND2_LVL2_FANCOILS (730200),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-09T19:35:23-07:00 Los_Angeles,"","","",2,2020-05-09T19:35:02-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:48:04.407-07:00 Los_Angeles,"","","","",EF_35_DAMPER,✓,BO103,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",EF_35_DAMPER_TL,Los_Angeles,"","","","","","",2020-04-08T18:53:42.318Z UTC
@p:ubcv:r:23d4ed8e-14057ac1 Ponderosa North Unsorted Points POND2_FC117_Supply Air Temperature,"","",@p:ubcv:r:23d4dde8-1b820b76 PONDN POND2_FC117_RM1002_eZFC (730117),"",TL8,✓,POND2_FC117_Supply Air Temperature,"","","",@p:ubcv:r:23d4dde8-1b820b76 PONDN POND2_FC117_RM1002_eZFC (730117),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",46517,2019-01-13T12:30:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:50:45.784-07:00 Los_Angeles,"","","","",POND2_FC117_Supply Air Temperature,✓,AV10,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",POND2_FC117_SAT TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:38.059Z UTC
@p:ubcv:r:23d4f4d5-d28c3c7c Ponderosa North Unsorted Points POND2_VAV_320_FLW_SP,✓,"",@p:ubcv:r:23d4e563-a6d20be1 PONDN POND2_AHU2_VAV_320_RM3004_05_06 (730320),"",TL4,✓,POND2_VAV_320_FLW_SP,"","","",@p:ubcv:r:23d4e563-a6d20be1 PONDN POND2_AHU2_VAV_320_RM3004_05_06 (730320),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","",✓,"",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:51:57-07:00 Los_Angeles,"","","",69008,2019-01-17T03:41:16-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:53:37.358-07:00 Los_Angeles,2019-01-23T16:53:21.142-08:00 Los_Angeles,"","","",Discharge Air Flow Sp,"",AV5,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"",✓,"","","",@p:ubcv:r:23e65d0e-5f6d8aaa (.+_)?(V|S)AVS?.+_FLO?W_SP(_LPS|_TL)?,"","",POND2_VAV_320_FLW_SP_TL,Los_Angeles,L/s,"","","","","",2020-04-09T19:02:38.452Z UTC
@p:ubcv:r:23d4f757-23db8aee Ponderosa North Unsorted Points POND2_EM03_TEMP_RWT_MUX,"","",@p:ubcv:r:23d4dcf3-0370bdda PONDN POND2_EM1_TO_EM7_EM16_TO_EM20_CP730900 (730900),"",TL12,✓,POND2_EM03_TEMP_RWT_MUX,"","","",@p:ubcv:r:23d4dcf3-0370bdda PONDN POND2_EM1_TO_EM7_EM16_TO_EM20_CP730900 (730900),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:00:00-07:00 Los_Angeles,"","","",11640,2019-01-13T13:00:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:48:09.862-07:00 Los_Angeles,"","","","",POND2_EM03_TEMP_RWT_MUX,✓,AV1011,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",POND2_EM03_TEMP_RWT_POLL_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:38.834Z UTC
@p:ubcv:r:23d4ebda-c58f92ce Ponderosa North Unsorted Points pond_ph2_acad_total_elec_kwh_EM2N2D1_AV,"","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"",TL322,✓,pond_ph2_acad_total_elec_kwh_EM2N2D1_AV,"","","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",46486,2019-01-14T08:15:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:47:42.055-07:00 Los_Angeles,"","","","",pond_ph2_acad_total_elec_kwh_EM2N2D1_AV,✓,AV1657,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",MV_pond_ph2_acad_total_elec_kwh_EM2N2D1,Los_Angeles,kWh,"","","","","",2020-04-09T19:02:37.782Z UTC
@p:ubcv:r:23d4ebda-7d12389a Ponderosa North Unsorted Points BACNET_ELEC_MTR_DEV04_MTR02_KW,"","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"",TL388,✓,BACNET_ELEC_MTR_DEV04_MTR02_KW,"","","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",45940,2019-01-17T11:15:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:47:42.047-07:00 Los_Angeles,"","","","",BACNET_ELEC_MTR_DEV04_MTR02_KW,✓,AV1406,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",BACNET_ELEC_MTR_DEV04_MTR02_KW_POLL_TL,Los_Angeles,kW,"","","","","",2020-04-09T19:02:37.781Z UTC
@p:ubcv:r:23d4ebd9-ff90872f Ponderosa North Unsorted Points P8 DC_P8_SPD,"","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"",TL129,✓,DC_P8_SPD,"",✓,"",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","",P8,@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:47:04-07:00 Los_Angeles,"","","",340189,2019-01-18T05:34:52-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:47:43.156-07:00 Los_Angeles,2019-01-23T16:53:19.073-08:00 Los_Angeles,"","","",Speed Cmd,"",AO2502,"","","","",✓,"","","","",✓,"","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","",✓,"","",@p:ubcv:r:23e65d0f-375a5dca .+_P(HX)?\d+[A-Z]?(_VFD)?_SPD(_AV)?(_TL)?,"","",DC_P8_SPD_POLL_TL,Los_Angeles,%,"","","","","",2020-05-12T11:03:27.331Z UTC
@p:ubcv:r:23d4ecea-ca64a894 Ponderosa North Unsorted Points POND2_FC110_HCV,"","",@p:ubcv:r:23d4dde8-d3d398f9 PONDN POND2_FC110_RM1011 (730110),"",TL3,✓,POND2_FC110_HCV,"",✓,"",@p:ubcv:r:23d4dde8-d3d398f9 PONDN POND2_FC110_RM1011 (730110),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,✓,✓,"","","",2020-05-12T15:48:40-07:00 Los_Angeles,"","","",339588,2019-01-18T05:38:49-08:00 Los_Angeles,ok,"",✓,"",Number,2020-05-12T15:49:44.003-07:00 Los_Angeles,2019-01-23T16:53:12.514-08:00 Los_Angeles,"","","",Heating Valve Cmd,"",AO4,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"","",POND2_FC110_HCV_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:02:38.027Z UTC
@p:ubcv:r:23d4ebda-4a86f166 Ponderosa North Unsorted Points BACNET_ELEC_MTR_DEV07_MTR08_KWH,"","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"",TL449,✓,BACNET_ELEC_MTR_DEV07_MTR08_KWH,"","","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",45940,2019-01-17T11:15:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:47:42.062-07:00 Los_Angeles,"","","","",BACNET_ELEC_MTR_DEV07_MTR08_KWH,✓,AV1728,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",BACNET_ELEC_MTR_DEV07_MTR08_KWH_POLL_TL_NO_ARCHIVE,Los_Angeles,kWh,"","","","","",2020-04-09T19:02:37.787Z UTC
@p:ubcv:r:23d4f718-115823fc Ponderosa North Unsorted Points AHU_02_RF_SPD_MUX,"","",@p:ubcv:r:23d4dcf3-1cf79c45 PONDN POND2_AHU_HRV_EF_CP730800 (730800),"",TL156,✓,AHU_02_RF_SPD_MUX,"","","",@p:ubcv:r:23d4dcf3-1cf79c45 PONDN POND2_AHU_HRV_EF_CP730800 (730800),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",46439,2019-01-14T09:00:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:53:35.367-07:00 Los_Angeles,"","","","",AHU_02_RF_SPD_MUX,✓,AV202,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",MV_pond_ph2_AHU02_RF_speed,Los_Angeles,%,"","","","","",2020-04-09T19:02:38.747Z UTC
@p:ubcv:r:23d4f718-174ac303 Ponderosa North Unsorted Points EF_17_C,✓,"",@p:ubcv:r:23d4dcf3-1cf79c45 PONDN POND2_AHU_HRV_EF_CP730800 (730800),"",TL6,✓,EF_17_C,"",✓,"",@p:ubcv:r:23d4dcf3-1cf79c45 PONDN POND2_AHU_HRV_EF_CP730800 (730800),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,✓,✓,"","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T07:00:42-07:00 Los_Angeles,"","","",703,2019-01-14T07:00:46-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:53:35.372-07:00 Los_Angeles,"","","","",Exhaust Fan Run Cmd,"",BO1202,"","","","",✓,"","","","","","","",✓,"","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","",@p:ubcv:r:23e65d0f-fd222d43 (.+_)?EF_?(\d+)?(_A_\d+)?_F?C(_TL)?,"","",EF_17_C_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:52:05.679Z UTC
@p:ubcv:r:23d4f288-e7f23fdb Ponderosa North Unsorted Points POND2_FC239_Space Temperature,"","",@p:ubcv:r:23d4e414-8666755f PONDN POND2_FC239_RM2010_eZFC (730239),"",TL1,✓,POND2_FC239_Space Temperature,"","","",@p:ubcv:r:23d4e414-8666755f PONDN POND2_FC239_RM2010_eZFC (730239),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",46517,2019-01-13T12:45:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:57:21.888-07:00 Los_Angeles,"","","","",POND2_FC239_Space Temperature,✓,AV1,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",POND2_FC239_Space Temperature TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:38.28Z UTC
@p:ubcv:r:23d4ee85-edd706ca Ponderosa North Unsorted Points POND2_FC127_MODE,"","",@p:ubcv:r:23d4dde8-8660666c PONDN POND2_FC127_RM1254 (730127),"",TL9,✓,POND2_FC127_MODE,"","","",@p:ubcv:r:23d4dde8-8660666c PONDN POND2_FC127_RM1254 (730127),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OCCUPIED,OS,NSB_HTG,OVR,DAYSB_ON,DAYSB_OFF,UNOCCUPIED,PURGE","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T07:00:58-07:00 Los_Angeles,"","","",864,2019-01-14T07:00:56-08:00 Los_Angeles,ok,"","","",Str,2020-05-12T15:46:26.197-07:00 Los_Angeles,"","","","",POND2_FC127_MODE,✓,MSV1,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",POND2_FC127_MODE_TL,Los_Angeles,"","","","","","",2020-04-08T18:52:21.187Z UTC
@p:ubcv:r:23d4f4d5-f5f74290 Ponderosa North Unsorted Points POND2_VAV_320_DMP_CL,"","",@p:ubcv:r:23d4e563-a6d20be1 PONDN POND2_AHU2_VAV_320_RM3004_05_06 (730320),"",TL92,✓,POND2_VAV_320_DMP_CL,"","","",@p:ubcv:r:23d4e563-a6d20be1 PONDN POND2_AHU2_VAV_320_RM3004_05_06 (730320),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T07:01:06-07:00 Los_Angeles,"","","",45111,2019-01-17T06:03:02-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:53:34.399-07:00 Los_Angeles,"","","","",POND2_VAV_320_DMP_CL,✓,BO6,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",POND2_VAV_320_Dmp_Open_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:50.036Z UTC
@p:ubcv:r:23d4f2e6-3aa1c47b Ponderosa North Unsorted Points POND2_FC243_RT_AV,✓,"",@p:ubcv:r:23d4e414-2105df86 PONDN POND2_FC243_RM2024 (730243),"",TL5,✓,POND2_FC243_RT_AV,"","","",@p:ubcv:r:23d4e414-2105df86 PONDN POND2_FC243_RM2024 (730243),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:50:29-07:00 Los_Angeles,"","","",339594,2019-01-18T05:57:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:50:41.287-07:00 Los_Angeles,2019-01-23T16:53:07.889-08:00 Los_Angeles,"","","",Zone Temp,"",AV10,"","","","",✓,"","","","","","","","","",✓,@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,"",POND2_FC243_RT_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:38.3Z UTC
@p:ubcv:r:23d4ee09-e4cc49e2 Ponderosa North Unsorted Points POND2_FC122_CO2,✓,"",@p:ubcv:r:23d4dde8-59c61d97 PONDN POND2_FC122_RM1306A (730122),"",TL15,✓,POND2_FC122_CO2,"","",✓,@p:ubcv:r:23d4dde8-59c61d97 PONDN POND2_FC122_RM1306A (730122),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:52:00-07:00 Los_Angeles,"","","",339525,2019-01-18T05:46:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:53:37.116-07:00 Los_Angeles,2019-01-23T16:53:15.991-08:00 Los_Angeles,"","","",Zone Co2,"",AI5,"","","","",✓,"","","","","","","","","",✓,@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","",@p:ubcv:r:23e65d0f-a2d8d959 .+_CO2(\(RM\d+[A-Z]\))?(-\d)?(_TL)?,"","",POND2_FC122_CO2_TL,Los_Angeles,ppm,"","","","",✓,2020-04-09T19:02:38.076Z UTC
@p:ubcv:r:23d4ecbc-c2c09ad0 Ponderosa North Unsorted Points POND2_FC108_Occupied Setpoint,"","",@p:ubcv:r:23d4dde8-40b0393a PONDN POND2_FC108_RM1237_eZFC (730108),"",TL2,✓,POND2_FC108_Occupied Setpoint,"","","",@p:ubcv:r:23d4dde8-40b0393a PONDN POND2_FC108_RM1237_eZFC (730108),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T01:00:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [0] svc=READ_RANGE cls=SERVICES code=MISSING_REQUIRED_PARAMETER ","","",46460,2019-01-13T12:15:00-08:00 Los_Angeles,fault,"","","",Number,2020-05-12T01:13:15.263-07:00 Los_Angeles,"","","","",POND2_FC108_Occupied Setpoint,✓,AV2,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",POND2_FC108_Occupied Setpoint TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:38.02Z UTC
@p:ubcv:r:23d4f392-7719bd86 Ponderosa North Unsorted Points POND2_VAV_306_DMP_OP,"","",@p:ubcv:r:23d4e563-46eeda26 PONDN POND2_AHU1_VAV_306_RM3133_135_137_139 (730306),"",TL91,✓,POND2_VAV_306_DMP_OP,"","","",@p:ubcv:r:23d4e563-46eeda26 PONDN POND2_AHU1_VAV_306_RM3133_135_137_139 (730306),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:05:03-07:00 Los_Angeles,"","","",23453,2019-01-17T07:00:40-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:49:42.249-07:00 Los_Angeles,"","","","",POND2_VAV_306_DMP_OP,✓,BO5,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",POND2_VAV_306_Dmp_Close_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:54.605Z UTC
@p:ubcv:r:23d4f718-091bb12e Ponderosa North Unsorted Points EF_07_S_BV,✓,"",@p:ubcv:r:23d4dcf3-1cf79c45 PONDN POND2_AHU_HRV_EF_CP730800 (730800),"",TL31,✓,EF_07_S_BV,"","","",@p:ubcv:r:23d4dcf3-1cf79c45 PONDN POND2_AHU_HRV_EF_CP730800 (730800),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,✓,✓,"","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T07:00:53-07:00 Los_Angeles,"","","",707,2019-01-14T07:00:56-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:53:35.446-07:00 Los_Angeles,"","","","","Exhaust Fan Run ","",BV33,"","","","",✓,"","","","","","","",✓,"",✓,@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","",@p:ubcv:r:24413a2c-c7fd0c25 (.+_)?EF_?(\d+)?(_A_\d+)?_F?S(_.+)?(_TL)?,"","",EF_07_S_BV_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:11.584Z UTC
@p:ubcv:r:23d4f5ad-1d035592 Ponderosa North Unsorted Points POND2_VAV_329_DMP_OP,"","",@p:ubcv:r:23d4e563-97c492e7 PONDN POND2_AHU2_VAV_329_RM3049_56_58 (730329),"",TL91,✓,POND2_VAV_329_DMP_OP,"","","",@p:ubcv:r:23d4e563-97c492e7 PONDN POND2_AHU2_VAV_329_RM3049_56_58 (730329),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-11T07:01:23-07:00 Los_Angeles,"","","",21715,2019-01-21T07:19:00-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:47:45.144-07:00 Los_Angeles,"","","","",POND2_VAV_329_DMP_OP,✓,BO5,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",POND2_VAV_329_Dmp_Close_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:54.611Z UTC
@p:ubcv:r:23d4f485-cd8785eb Ponderosa North Unsorted Points POND2_VAV_317_FLW,✓,"",@p:ubcv:r:23d4e563-c1f87dec PONDN POND2_AHU1_VAV_317_RM3024_25_26_27 (730317),"",TL3,✓,POND2_VAV_317_FLW,"","","",@p:ubcv:r:23d4e563-c1f87dec PONDN POND2_AHU1_VAV_317_RM3024_25_26_27 (730317),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","",✓,"",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:41:55-07:00 Los_Angeles,"","","",69005,2019-01-17T03:40:59-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:49:44.881-07:00 Los_Angeles,2019-01-23T16:53:01.64-08:00 Los_Angeles,"","","",Discharge Air Flow,"",AV18,"","","","",✓,"","","","","","","","","",✓,@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","",@p:ubcv:r:23e65d0e-9b79f931 (.+_)?VAV.+_FLW(_TL)?,"","",POND2_VAV_317_FLW_TL,Los_Angeles,L/s,"","","","","",2020-04-09T19:02:38.433Z UTC
@p:ubcv:r:23d4f718-4609c5f4 Ponderosa North Unsorted Points CALCS_HRV_03_WHEEL_SPD_AO,"","",@p:ubcv:r:23d4dcf3-1cf79c45 PONDN POND2_AHU_HRV_EF_CP730800 (730800),"",TL111,✓,CALCS_HRV_03_WHEEL_SPD_AO,"","","",@p:ubcv:r:23d4dcf3-1cf79c45 PONDN POND2_AHU_HRV_EF_CP730800 (730800),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",46439,2019-01-14T09:00:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:53:35.521-07:00 Los_Angeles,"","","","",CALCS_HRV_03_WHEEL_SPD_AO,✓,AV93,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",CALCS_HRV_03_WHEEL_SPD_AO_TL,Los_Angeles,%,"","","","","",2020-04-09T19:02:38.759Z UTC
@p:ubcv:r:23d4f514-8b86bc40 Ponderosa North Unsorted Points POND2_VAV_323_DMP_CL,"","",@p:ubcv:r:23d4e563-662f365a PONDN POND2_AHU2_VAV_323_RM3042 (730323),"",TL92,✓,POND2_VAV_323_DMP_CL,"","","",@p:ubcv:r:23d4e563-662f365a PONDN POND2_AHU2_VAV_323_RM3042 (730323),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T06:56:37-07:00 Los_Angeles,"","","",42970,2019-01-17T04:19:50-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:49:45.814-07:00 Los_Angeles,"","","","",POND2_VAV_323_DMP_CL,✓,BO6,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",POND2_VAV_323_Dmp_Open_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:50.076Z UTC
