,uniqueId_nounit,id,firstdate,time,groupRef_influx,equipRef_fix,equipRef_influx,navName_influx,siteRef,typeRef,unit_sspark,unit_influx,kind
1457,Pharmacy Cooling Plant CH-1 Pharmacy Hydronic Systems Enable Cmd Pharmacy CHLR_CH1_SYS_ENAB,@p:ubcv:r:236c8a09-4e16f08a Pharmacy Cooling Plant CH-1 CHLR_CH1_SYS_ENAB,2020-01-01,2020-01-01 18:32:19,Pharmacy Hydronic Systems,Pharmacy Cooling Plant CH-1,Cooling Plant CH-1,Enable Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CHLR_CH1_SYS_ENAB,,_,Bool
1458,Pharmacy Rm 4309a FC-410 Pharmacy Floor 4 Scheduled Occupancy Pharmacy FCU_410_SCHED,@p:ubcv:r:2391c979-6dc2d21d Pharmacy Rm 4309a FC-410 FCU_410_SCHED,2020-01-07,2020-01-07 14:00:23,Pharmacy Floor 4,Pharmacy Rm 4309a FC-410,Rm 4309a FC-410,Scheduled Occupancy,@p:ubcv:r:20545206-9300bfc5 Pharmacy,FCU_410_SCHED,,omit,Bool
1459,Pharmacy B405b VAV-BE010 Pharmacy Floor 0 Alarm Pharmacy BS010_SUP_FLOW_AL_BV,@p:ubcv:r:236c8a40-ab618a0f Pharmacy B405b VAV-BE010 BS010_SUP_FLOW_AL_BV,2019-09-20,2019-09-20 07:34:46,Pharmacy Floor 0,Pharmacy B405b VAV-BE010,B405b VAV-BE010,Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS010_SUP_FLOW_AL_BV,,_,Bool
1460,Pharmacy Rm 6206D EF-12 Pharmacy Floor 6 Alarm Pharmacy EF_12_FAIL_AL_BV,@p:ubcv:r:236c8ab6-cb9bdb5e Pharmacy Rm 6206D EF-12 EF_12_FAIL_AL_BV,2019-09-30,2019-09-30 22:17:08,Pharmacy Floor 6,Pharmacy Rm 6206D EF-12,Rm 6206D EF-12,Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,EF_12_FAIL_AL_BV,,omit,Bool
1461,Pharmacy Rm 6206c VAV-6S020 Pharmacy Floor 6 Discharge Air Flow Alarm Pharmacy 6S020_6E024_SUP_FLOW_ALARM_BV,@p:ubcv:r:236c89f8-0f50592a Pharmacy Rm 6206c VAV-6S020 6S020_6E024_SUP_FLOW_ALARM_BV,2019-11-21,2019-11-21 22:51:26,Pharmacy Floor 6,Pharmacy Rm 6206c VAV-6S020,Rm 6206c VAV-6S020,Discharge Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,6S020_6E024_SUP_FLOW_ALARM_BV,,_,Bool
1462,Pharmacy Rm 5110 VAV-5S050 Pharmacy Floor 5 Flow Alarm Pharmacy 5S050_FLOW_ALARM_BV,@p:ubcv:r:236c8a03-f6fd5fe1 Pharmacy Rm 5110 VAV-5S050 5S050_FLOW_ALARM_BV,2019-09-03,2019-09-03 20:24:56,Pharmacy Floor 5,Pharmacy Rm 5110 VAV-5S050,Rm 5110 VAV-5S050,Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,5S050_FLOW_ALARM_BV,,_,Bool
1463,Pharmacy Heating Plant HX-1 Pharmacy Hydronic Systems HX1_LAG_PUMP_FAIL_2_START Pharmacy HX1_LAG_PUMP_FAIL_2_START,@p:ubcv:r:236c8acc-bc8f4590 Pharmacy Heating Plant HX-1 HX1_LAG_PUMP_FAIL_2_START,2019-08-06,2019-08-06 16:01:59,Pharmacy Hydronic Systems,Pharmacy Heating Plant HX-1,Heating Plant HX-1,HX1_LAG_PUMP_FAIL_2_START,@p:ubcv:r:20545206-9300bfc5 Pharmacy,HX1_LAG_PUMP_FAIL_2_START,,kPa,Bool
1464,Pharmacy CRAH System CRAH-4 Pharmacy Hydronic Systems CRAH4_STATUS_MV Pharmacy CRAH4_STATUS_MV,@p:ubcv:r:236c8fec-75e8c598 Pharmacy CRAH System CRAH-4 CRAH4_STATUS_MV,2019-07-09,2019-07-09 22:15:22,Pharmacy Hydronic Systems,Pharmacy CRAH System CRAH-4,CRAH System CRAH-4,CRAH4_STATUS_MV,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CRAH4_STATUS_MV,,_,Str
1465,Pharmacy Rm 2340 VAV-2S028 Pharmacy Floor 2 Operation Mode Pharmacy VAV_2S028_OperationMode,@p:ubcv:r:2391c205-0b0dd94f Pharmacy Rm 2340 VAV-2S028 VAV_2S028_OperationMode,2019-11-19,2019-11-19 14:00:03,Pharmacy Floor 2,Pharmacy Rm 2340 VAV-2S028,Rm 2340 VAV-2S028,Operation Mode,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_2S028_OperationMode,,omit,Str
1466,Pharmacy Heating Plant SBLR-4 Pharmacy Hydronic Systems PHARM_SB4_HIGH_WATER_ALARM Pharmacy PHARM_SB4_HIGH_WATER_ALARM,@p:ubcv:r:236c89d4-a954734d Pharmacy Heating Plant SBLR-4 PHARM_SB4_HIGH_WATER_ALARM,2018-10-30,2018-10-30 21:12:01,Pharmacy Hydronic Systems,Pharmacy Heating Plant SBLR-4,Heating Plant SBLR-4,PHARM_SB4_HIGH_WATER_ALARM,@p:ubcv:r:20545206-9300bfc5 Pharmacy,PHARM_SB4_HIGH_WATER_ALARM,,%,Bool
1467,Pharmacy AHU-08 Pharmacy Air Systems Ahu Mode Pharmacy AHU8_MODE,@p:ubcv:r:25f65877-753bdae5 Pharmacy AHU-08 AHU8_MODE,2020-03-07,2020-03-07 04:00:00,Pharmacy Air Systems,Pharmacy AHU-08,AHU-08,Ahu Mode,@p:ubcv:r:20545206-9300bfc5 Pharmacy,AHU8_MODE,,omit,Str
1468,Pharmacy EAV-BE008 Pharmacy Floor 0 Flow Alarm Pharmacy BE008_FLOW_ALARM_BV,@p:ubcv:r:236c8a02-2e8db6ab Pharmacy EAV-BE008 BE008_FLOW_ALARM_BV,2018-12-20,2018-12-20 22:35:35,Pharmacy Floor 0,Pharmacy EAV-BE008,EAV-BE008,Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BE008_FLOW_ALARM_BV,,_,Bool
1469,Pharmacy Rm B722 EAV-BS097 Pharmacy Floor 0 Alarm Pharmacy BS097_SUP_FLOW_AL_BV,@p:ubcv:r:236c8a4c-e7219b76 Pharmacy Rm B722 EAV-BS097 BS097_SUP_FLOW_AL_BV,2019-09-20,2019-09-20 07:34:53,Pharmacy Floor 0,Pharmacy Rm B722 EAV-BS097,Rm B722 EAV-BS097,Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS097_SUP_FLOW_AL_BV,,_,Bool
1470,Pharmacy Rm B307 EAV-BS083 Pharmacy Floor 0 Alarm Pharmacy BS083_SUP_FLOW_AL_BV,@p:ubcv:r:236c8a4c-037fbbbc Pharmacy Rm B307 EAV-BS083 BS083_SUP_FLOW_AL_BV,2019-09-20,2019-09-20 07:30:58,Pharmacy Floor 0,Pharmacy Rm B307 EAV-BS083,Rm B307 EAV-BS083,Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS083_SUP_FLOW_AL_BV,,_,Bool
1471,Pharmacy AHU-18 Pharmacy Air Systems AHU18_EMEG_PWR_MODE Pharmacy AHU18_EMEG_PWR_MODE,@p:ubcv:r:236c8a6b-1ce982c9 Pharmacy AHU-18 AHU18_EMEG_PWR_MODE,2019-06-11,2019-06-11 18:12:04,Pharmacy Air Systems,Pharmacy AHU-18,AHU-18,AHU18_EMEG_PWR_MODE,@p:ubcv:r:20545206-9300bfc5 Pharmacy,AHU18_EMEG_PWR_MODE,,°C,Bool
1472,Pharmacy Rm 4300 VAV-4S043 Pharmacy Floor 4 Discharge Air Flow Alarm Pharmacy 4S043_SUP_FLOW_ALARM_BV,@p:ubcv:r:236c89f8-540169e2 Pharmacy Rm 4300 VAV-4S043 4S043_SUP_FLOW_ALARM_BV,2019-09-20,2019-09-20 07:28:29,Pharmacy Floor 4,Pharmacy Rm 4300 VAV-4S043,Pharmacy Rm 4300 VAV-4S043,Discharge Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,4S043_SUP_FLOW_ALARM_BV,,_,Bool
1473,Pharmacy Rm 3301 VAV-3S039 Pharmacy Floor 3 Operation Mode Pharmacy VAV_3S039_OperationMode,@p:ubcv:r:2391c74a-d4fa1304 Pharmacy Rm 3301 VAV-3S039 VAV_3S039_OperationMode,2019-11-19,2019-11-19 14:00:02,Pharmacy Floor 3,Pharmacy Rm 3301 VAV-3S039,Rm 3301 VAV-3S039,Operation Mode,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_3S039_OperationMode,,omit,Str
1474,Pharmacy Heating Plant SBLR-3 Pharmacy Hydronic Systems PHARM_SB3_WATER_LEVEL_SIGNAL_FAILED Pharmacy PHARM_SB3_WATER_LEVEL_SIGNAL_FAILED,@p:ubcv:r:236c89d4-e1809917 Pharmacy Heating Plant SBLR-3 PHARM_SB3_WATER_LEVEL_SIGNAL_FAILED,2018-10-30,2018-10-30 21:12:01,Pharmacy Hydronic Systems,Pharmacy Heating Plant SBLR-3,Heating Plant SBLR-3,PHARM_SB3_WATER_LEVEL_SIGNAL_FAILED,@p:ubcv:r:20545206-9300bfc5 Pharmacy,PHARM_SB3_WATER_LEVEL_SIGNAL_FAILED,,%,Bool
1475,Pharmacy Rm 4209 VAV-4S011 Pharmacy Floor 4 Flow Alarm Pharmacy 4S011_FLOW_ALARM_BV,@p:ubcv:r:236c8a03-5147ad99 Pharmacy Rm 4209 VAV-4S011 4S011_FLOW_ALARM_BV,2019-11-21,2019-11-21 23:03:59,Pharmacy Floor 4,Pharmacy Rm 4209 VAV-4S011,Rm 4209 VAV-4S011,Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,4S011_FLOW_ALARM_BV,,_,Bool
1476,Pharmacy Rm 1406 VAV-1S013 Pharmacy Floor 1 Discharge Air Damper Open Cmd Pharmacy VAV_1S013_Dmp_Open,@p:ubcv:r:2391c12e-1538d75f Pharmacy Rm 1406 VAV-1S013 VAV_1S013_Dmp_Open,2020-01-07,2020-01-07 19:10:29,Pharmacy Floor 1,Pharmacy Rm 1406 VAV-1S013,Rm 1406 VAV-1S013,Discharge Air Damper Open Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_1S013_Dmp_Open,,omit,Bool
1477,Pharmacy Rm 6312a VAV-6S061 Pharmacy Floor 6 Exhaust Air Flow Alarm Pharmacy 6S061_6E075_EXH_FLOW_ALARM_BV,@p:ubcv:r:236c89f9-f85abf2c Pharmacy Rm 6312a VAV-6S061 6S061_6E075_EXH_FLOW_ALARM_BV,2019-06-11,2019-06-11 19:43:45,Pharmacy Floor 6,Pharmacy Rm 6312a VAV-6S061,Rm 6312a VAV-6S061,Exhaust Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,6S061_6E075_EXH_FLOW_ALARM_BV,,_,Bool
1478,Pharmacy Rm B602 FC-B02 Pharmacy Floor 0 Discharge Fan Run Cmd Pharmacy FCU_B02_C,@p:ubcv:r:2391bf97-41becb98 Pharmacy Rm B602 FC-B02 FCU_B02_C,2020-01-06,2020-01-06 14:53:47,Pharmacy Floor 0,Pharmacy Rm B602 FC-B02,Rm B602 FC-B02,Discharge Fan Run Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,FCU_B02_C,,omit,Bool
1479,Pharmacy Rm 6206b VAV-6S019 Pharmacy Floor 6 Exhaust Air Flow Alarm Pharmacy 6S019_6E021_EXH_FLOW_ALARM_BV,@p:ubcv:r:236c89f9-4cc515af Pharmacy Rm 6206b VAV-6S019 6S019_6E021_EXH_FLOW_ALARM_BV,2019-09-20,2019-09-20 07:25:09,Pharmacy Floor 6,Pharmacy Rm 6206b VAV-6S019,Rm 6206b VAV-6S019,Exhaust Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,6S019_6E021_EXH_FLOW_ALARM_BV,,_,Bool
1480,Pharmacy Rm 6112 VAV-6S071 Pharmacy Floor 6 Operation Mode Pharmacy VAV_6S071_OperationMode,@p:ubcv:r:236c8b7e-c40a01b1 Pharmacy Rm 6112 VAV-6S071 VAV_6S071_OperationMode,2020-01-07,2020-01-07 21:01:22,Pharmacy Floor 6,Pharmacy Rm 6112 VAV-6S071,Rm 6112 VAV-6S071,Operation Mode,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_6S071_OperationMode,,_,Str
1481,Pharmacy Rm 6202 FC-613 Pharmacy Floor 6 FCU_613_NSB_CLG_BV Pharmacy FCU_613_NSB_CLG_BV,@p:ubcv:r:2391be86-e6a60dec Pharmacy Rm 6202 FC-613 FCU_613_NSB_CLG_BV,2020-01-06,2020-01-06 07:51:26,Pharmacy Floor 6,Pharmacy Rm 6202 FC-613,Rm 6202 FC-613,FCU_613_NSB_CLG_BV,@p:ubcv:r:20545206-9300bfc5 Pharmacy,FCU_613_NSB_CLG_BV,,omit,Bool
1482,Pharmacy Rm 1409 VAV-1S004 Pharmacy Floor 1 Discharge Air Damper Open Cmd Pharmacy VAV_1S004_Dmp_Open,@p:ubcv:r:2391c147-9c878391 Pharmacy Rm 1409 VAV-1S004 VAV_1S004_Dmp_Open,2020-01-07,2020-01-07 14:56:44,Pharmacy Floor 1,Pharmacy Rm 1409 VAV-1S004,Rm 1409 VAV-1S004,Discharge Air Damper Open Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_1S004_Dmp_Open,,omit,Bool
1483,Pharmacy Rm Corr FC-514 Pharmacy Floor 5 Discharge Fan Run Cmd Pharmacy FCU_514_C,@p:ubcv:r:236c8d09-72b7c870 Pharmacy Rm Corr FC-514 FCU_514_C,2020-01-04,2020-01-04 21:00:15,Pharmacy Floor 5,Pharmacy Rm Corr FC-514,Rm Corr FC-514,Discharge Fan Run Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,FCU_514_C,,_,Bool
1484,Pharmacy Rm 3335 VAV-3S035 Pharmacy Floor 3 Discharge Air Damper Close Cmd Pharmacy VAV_3S035_Dmp_Close,@p:ubcv:r:2391c766-6d949708 Pharmacy Rm 3335 VAV-3S035 VAV_3S035_Dmp_Close,2020-01-07,2020-01-07 20:57:33,Pharmacy Floor 3,Pharmacy Rm 3335 VAV-3S035,Rm 3335 VAV-3S035,Discharge Air Damper Close Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_3S035_Dmp_Close,,omit,Bool
1485,Pharmacy Rm 4323 VAV-4S054 Pharmacy Floor 4 Discharge Air Damper Close Cmd Pharmacy VAV_4S054_Dmp_Close,@p:ubcv:r:2391c851-b4909112 Pharmacy Rm 4323 VAV-4S054 VAV_4S054_Dmp_Close,2020-01-07,2020-01-07 15:48:30,Pharmacy Floor 4,Pharmacy Rm 4323 VAV-4S054,Rm 4323 VAV-4S054,Discharge Air Damper Close Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_4S054_Dmp_Close,,omit,Bool
1486,Pharmacy Heating Plant HX-3 Pharmacy Hydronic Systems HX3_P3_LAG_PUMP_FAULT Pharmacy HX3_P3_LAG_PUMP_FAULT,@p:ubcv:r:236c8feb-20189d0a Pharmacy Heating Plant HX-3 HX3_P3_LAG_PUMP_FAULT,2018-12-20,2018-12-20 20:32:51,Pharmacy Hydronic Systems,Pharmacy Heating Plant HX-3,Heating Plant HX-3,HX3_P3_LAG_PUMP_FAULT,@p:ubcv:r:20545206-9300bfc5 Pharmacy,HX3_P3_LAG_PUMP_FAULT,,_,Bool
1487,Pharmacy Rm 4114 VAV-4S024 Pharmacy Floor 4 Discharge Air Damper Close Cmd Pharmacy VAV_4S024_Dmp_Close,@p:ubcv:r:236c8d5e-3499ccab Pharmacy Rm 4114 VAV-4S024 VAV_4S024_Dmp_Close,2020-01-07,2020-01-07 21:17:33,Pharmacy Floor 4,Pharmacy Rm 4114 VAV-4S024,Rm 4114 VAV-4S024,Discharge Air Damper Close Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_4S024_Dmp_Close,,_,Bool
1488,Pharmacy Windows Pharmacy Floor 6 L6_E_OPW_CLOSE Pharmacy L6_E_OPW_CLOSE,@p:ubcv:r:2391ca72-09221fc8 Pharmacy Windows L6_E_OPW_CLOSE,2020-01-06,2020-01-06 01:13:12,Pharmacy Floor 6,Pharmacy Windows,Windows,L6_E_OPW_CLOSE,@p:ubcv:r:20545206-9300bfc5 Pharmacy,L6_E_OPW_CLOSE,,omit,Bool
1489,Pharmacy Rm 2313 VAV-2S006 Pharmacy Floor 2 Operation Mode Pharmacy VAV_2S006_OperationMode,@p:ubcv:r:2391c44a-1cbce8fe Pharmacy Rm 2313 VAV-2S006 VAV_2S006_OperationMode,2019-11-19,2019-11-19 14:00:03,Pharmacy Floor 2,Pharmacy Rm 2313 VAV-2S006,Rm 2313 VAV-2S006,Operation Mode,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_2S006_OperationMode,,omit,Str
1490,Pharmacy Heating Plant SBLR-5 Pharmacy Hydronic Systems PHARM_SB5_BLR_LIMITS_OPEN Pharmacy PHARM_SB5_BLR_LIMITS_OPEN,@p:ubcv:r:236c89d4-0339f227 Pharmacy Heating Plant SBLR-5 PHARM_SB5_BLR_LIMITS_OPEN,2020-01-07,2020-01-07 15:19:24,Pharmacy Hydronic Systems,Pharmacy Heating Plant SBLR-5,Heating Plant SBLR-5,PHARM_SB5_BLR_LIMITS_OPEN,@p:ubcv:r:20545206-9300bfc5 Pharmacy,PHARM_SB5_BLR_LIMITS_OPEN,,_,Bool
1491,Pharmacy EF-22 Pharmacy Air Systems Exhaust Fan Enable Cmd Pharmacy EF_22_ENAB,@p:ubcv:r:236c8a57-d39fd8ae Pharmacy EF-22 EF_22_ENAB,2020-03-17,2020-03-17 14:30:08,Pharmacy Air Systems,Pharmacy EF-22,EF-22,Exhaust Fan Enable Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,EF_22_ENAB,,%RH,Bool
1492,Pharmacy Rm 6310b VAV-6S059 Pharmacy Floor 6 Exhaust Air Flow Alarm Pharmacy 6S059_6E072_EXH_FLOW_ALARM_BV,@p:ubcv:r:236c89f9-862f6411 Pharmacy Rm 6310b VAV-6S059 6S059_6E072_EXH_FLOW_ALARM_BV,2019-06-11,2019-06-11 19:43:45,Pharmacy Floor 6,Pharmacy Rm 6310b VAV-6S059,Rm 6310b VAV-6S059,Exhaust Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,6S059_6E072_EXH_FLOW_ALARM_BV,,_,Bool
1493,Pharmacy Rm 3301 VAV-3S039 Pharmacy Floor 3 Discharge Air Damper Close Cmd Pharmacy VAV_3S039_Dmp_Close,@p:ubcv:r:2391c74a-435d0217 Pharmacy Rm 3301 VAV-3S039 VAV_3S039_Dmp_Close,2020-01-07,2020-01-07 16:16:32,Pharmacy Floor 3,Pharmacy Rm 3301 VAV-3S039,Rm 3301 VAV-3S039,Discharge Air Damper Close Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_3S039_Dmp_Close,,omit,Bool
1494,Pharmacy LEF-1 EF-1B Pharmacy Air Systems Exhaust Fan Run  Pharmacy EF1_F2_STATUS,@p:ubcv:r:236c8a6c-29f6b2e4 Pharmacy LEF-1 EF-1B EF1_F2_STATUS,2020-01-17,2020-01-17 23:30:00,Pharmacy Air Systems,Pharmacy LEF-1 EF-1B,LEF-1 EF-1B,Exhaust Fan Run ,@p:ubcv:r:20545206-9300bfc5 Pharmacy,EF1_F2_STATUS,,_,Bool
1495,Pharmacy FC-B12 Pharmacy Floor 0 Discharge Fan Run Cmd Pharmacy FCU_B12_C,@p:ubcv:r:2391bf6f-efd6af80 Pharmacy FC-B12 FCU_B12_C,2019-11-26,2019-11-26 18:28:49,Pharmacy Floor 0,Pharmacy FC-B12,FC-B12,Discharge Fan Run Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,FCU_B12_C,,omit,Bool
1496,Pharmacy Rm B609 EAV-BS031 Pharmacy Floor 0 Alarm Pharmacy BS031_SUP_FLOW_AL_BV,@p:ubcv:r:236c89e6-1d33e74d Pharmacy Rm B609 EAV-BS031 BS031_SUP_FLOW_AL_BV,2019-03-20,2019-03-20 22:26:41,Pharmacy Floor 0,Pharmacy Rm B609 EAV-BS031,Rm B609 EAV-BS031,Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS031_SUP_FLOW_AL_BV,,%RH,Bool
1497,Pharmacy Rm 3120 VAV-3S020 Pharmacy Floor 3 Operation Mode Pharmacy VAV_3S020_OperationMode,@p:ubcv:r:236c8f85-42761dc1 Pharmacy Rm 3120 VAV-3S020 VAV_3S020_OperationMode,2020-01-07,2020-01-07 15:16:17,Pharmacy Floor 3,Pharmacy Rm 3120 VAV-3S020,Rm 3120 VAV-3S020,Operation Mode,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_3S020_OperationMode,,_,Str
1498,Pharmacy Rm B702 EAV-BS054 Pharmacy Floor 0 Exhaust Air Flow Alarm Pharmacy BS054_EXH_FLOW_AL_BV,@p:ubcv:r:236c8a40-11923d32 Pharmacy Rm B702 EAV-BS054 BS054_EXH_FLOW_AL_BV,2019-03-19,2019-03-19 15:51:36,Pharmacy Floor 0,Pharmacy Rm B702 EAV-BS054,Pharmacy Rm B702 EAV-BS054,Exhaust Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS054_EXH_FLOW_AL_BV,,%RH,Bool
1499,Pharmacy LEF-3 EF-3B Pharmacy Air Systems EF3_F2_ISOD_ES Pharmacy EF3_F2_ISOD_ES,@p:ubcv:r:236c8ab7-038a2266 Pharmacy LEF-3 EF-3B EF3_F2_ISOD_ES,2020-01-16,2020-01-16 19:18:32,Pharmacy Air Systems,Pharmacy LEF-3 EF-3B,LEF-3 EF-3B,EF3_F2_ISOD_ES,@p:ubcv:r:20545206-9300bfc5 Pharmacy,EF3_F2_ISOD_ES,,omit,Bool
1500,Pharmacy Rm 6102 EF-08 Pharmacy Floor 6 Alarm Pharmacy EF_08_FAIL_AL_BV,@p:ubcv:r:236c8ae6-a2c5a2ff Pharmacy Rm 6102 EF-08 EF_08_FAIL_AL_BV,2019-03-06,2019-03-06 21:16:51,Pharmacy Floor 6,Pharmacy Rm 6102 EF-08,Rm 6102 EF-08,Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,EF_08_FAIL_AL_BV,,omit,Bool
1501,Pharmacy LEF-2 Pharmacy Air Systems EF2_LEAD2_FAN_FAULT Pharmacy EF2_LEAD2_FAN_FAULT,@p:ubcv:r:236c8a58-be7576b0 Pharmacy LEF-2 EF2_LEAD2_FAN_FAULT,2020-01-08,2020-01-08 16:02:41,Pharmacy Air Systems,Pharmacy LEF-2,LEF-2,EF2_LEAD2_FAN_FAULT,@p:ubcv:r:20545206-9300bfc5 Pharmacy,EF2_LEAD2_FAN_FAULT,,omit,Bool
1502,Pharmacy Heating Plant SBLR-6 Pharmacy Hydronic Systems PHARM_SB6_BLR_LIMITS_OPEN Pharmacy PHARM_SB6_BLR_LIMITS_OPEN,@p:ubcv:r:236c89d4-7a2fa0a4 Pharmacy Heating Plant SBLR-6 PHARM_SB6_BLR_LIMITS_OPEN,2019-10-27,2019-10-27 17:34:22,Pharmacy Hydronic Systems,Pharmacy Heating Plant SBLR-6,Heating Plant SBLR-6,PHARM_SB6_BLR_LIMITS_OPEN,@p:ubcv:r:20545206-9300bfc5 Pharmacy,PHARM_SB6_BLR_LIMITS_OPEN,,_,Bool
1503,Pharmacy Rm 5202a VAV-5S019 Pharmacy Floor 5 Discharge Air Flow Alarm Pharmacy 5S019_SUP_FLOW_ALARM_BV,@p:ubcv:r:236c89f8-a9e44366 Pharmacy Rm 5202a VAV-5S019 5S019_SUP_FLOW_ALARM_BV,2019-11-21,2019-11-21 22:51:26,Pharmacy Floor 5,Pharmacy Rm 5202a VAV-5S019,Rm 5202a VAV-5S019,Discharge Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,5S019_SUP_FLOW_ALARM_BV,,_,Bool
1504,Pharmacy Rm 3114 VAV-3S022 Pharmacy Floor 3 Discharge Air Damper Open Cmd Pharmacy VAV_3S022_Dmp_Open,@p:ubcv:r:236c8f30-bd9721f1 Pharmacy Rm 3114 VAV-3S022 VAV_3S022_Dmp_Open,2020-01-07,2020-01-07 21:21:54,Pharmacy Floor 3,Pharmacy Rm 3114 VAV-3S022,Rm 3114 VAV-3S022,Discharge Air Damper Open Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_3S022_Dmp_Open,,_,Bool
1505,Pharmacy Rm 5206B EF-23 Pharmacy Floor 5 EF_23_FH_SIGNAL_GV Pharmacy EF_23_FH_SIGNAL_GV,@p:ubcv:r:264020a3-cfd40d69 Pharmacy Rm 5206B EF-23 EF_23_FH_SIGNAL_GV,2019-05-17,2019-05-17 20:35:53,Pharmacy Floor 5,Pharmacy Rm 5206B EF-23,Rm 5206B EF-23,EF_23_FH_SIGNAL_GV,@p:ubcv:r:20545206-9300bfc5 Pharmacy,EF_23_FH_SIGNAL_GV,,omit,Bool
1506,Pharmacy Windows Pharmacy Floor 2 L2_NW_OPW_EN_BV Pharmacy L2_NW_OPW_EN_BV,@p:ubcv:r:2391bb4a-916ed4f0 Pharmacy Windows L2_NW_OPW_EN_BV,2019-06-13,2019-06-13 05:10:22,Pharmacy Floor 2,Pharmacy Windows,Windows,L2_NW_OPW_EN_BV,@p:ubcv:r:20545206-9300bfc5 Pharmacy,L2_NW_OPW_EN_BV,,omit,Bool
1507,Pharmacy Rm 2201 FC-205 Pharmacy Floor 2 FCU_205_NSB_CLG_BV Pharmacy FCU_205_NSB_CLG_BV,@p:ubcv:r:2391bb4a-1e87b8e1 Pharmacy Rm 2201 FC-205 FCU_205_NSB_CLG_BV,2020-01-05,2020-01-05 10:03:40,Pharmacy Floor 2,Pharmacy Rm 2201 FC-205,Rm 2201 FC-205,FCU_205_NSB_CLG_BV,@p:ubcv:r:20545206-9300bfc5 Pharmacy,FCU_205_NSB_CLG_BV,,omit,Bool
1508,Pharmacy Heating Plant SBLR-3 Pharmacy Hydronic Systems PHARM_SB3_HIGH_WATER_ALARM Pharmacy PHARM_SB3_HIGH_WATER_ALARM,@p:ubcv:r:236c89d4-e4982937 Pharmacy Heating Plant SBLR-3 PHARM_SB3_HIGH_WATER_ALARM,2018-10-30,2018-10-30 21:12:01,Pharmacy Hydronic Systems,Pharmacy Heating Plant SBLR-3,Heating Plant SBLR-3,PHARM_SB3_HIGH_WATER_ALARM,@p:ubcv:r:20545206-9300bfc5 Pharmacy,PHARM_SB3_HIGH_WATER_ALARM,,%,Bool
1509,Pharmacy Rm 6312c VAV-6S063 Pharmacy Floor 6 Discharge Air Flow Alarm Pharmacy 6S063_6E017_SUP_FLOW_ALARM_BV,@p:ubcv:r:236c89f8-ca4b60f0 Pharmacy Rm 6312c VAV-6S063 6S063_6E017_SUP_FLOW_ALARM_BV,2019-09-20,2019-09-20 07:28:29,Pharmacy Floor 6,Pharmacy Rm 6312c VAV-6S063,Pharmacy Rm 6312c VAV-6S063,Discharge Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,6S063_6E017_SUP_FLOW_ALARM_BV,,_,Bool
