,id,ahu,ahuMode,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,boiler,bridgeName,chilled,chiller,close,cmd,co2,condenser,connRef,cool,cooling,coolingTower,cop,count,covTest,cur,curStatus,curVal,current,damper,delta,demand,differential,disMacro,disabled,discharge,effective,efficiency,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,filter,flow,gas,groupRef,heat,heating,heatingMode,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,kind,lastSynced,lastTagged,leaving,lim,lowLim,max,min,mixed,mode,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,open,outside,perimeterHeat,pharmAHU05_AV_Alarm,pharmAHU10_VAV_DMP,pharmAHU13_VAV_DMP,pharmAHU1415_AV_Alarm,pharmAHU1415_VAV_DMP,pharmAHU1617_AV_ALARM,pharmAHU1617_VAV_DMP,pharmAHU9_VAV_DMP,pharmCT,pharmHWblr,pharmHeatRejCV,pharmSTMblr,pharmSteamBoilers,pharm_LEF_AFLW,pharm_LEF_Power,pharm_SAV_Test,point,pointType,power,preFilter,pressure,primarySide,pump,quantityID,reliability,return,roomRef,run,runtime,scheduleOcc,secondarySide,sensor,shortName,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,sqlSource,static,submeterAdd,tagTableRef,tags,tank,temp,testUnits,tlName,toTag,tz,unit,utilityPoint,valve,vavMode,voltage,volume,water,wifi,wifiId,zone,mod,equipRefclean,groupRefclean,siteRefclean,uniqueId,uniqueId_nounit
384,@p:ubcv:r:236c8ab6-934cfb59 Pharmacy LEF-3 EF-3C EF3_F3_SPD,,,✓,,,"@p:ubcv:r:236bb200-6dadd630 PHARMA PHARM_AHU14_15,EF3,SB1~2 (700900)",,TL10,,✓,EF3_F3_SPD,,,,,,✓,,,"@p:ubcv:r:236bb200-6dadd630 PHARMA PHARM_AHU14_15,EF3,SB1~2 (700900)",,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:24354342-bf0f8c6e Pharmacy LEF-3 EF-3C,✓,✓,✓,,,,,@p:ubcv:r:2203b248-b3a5eb9a Pharmacy Air Systems,,,,,✓,,,,2020-06-04T09:35:59-07:00 Los_Angeles,,,,152.0,2018-11-16T10:01:41-08:00 Los_Angeles,ok,,,,Number,2020-06-05T08:45:16.459-07:00 Los_Angeles,2018-11-28T16:32:27.823-08:00 Los_Angeles,,,,,,,,Exhaust Fan Speed Cmd,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,✓,,,,,,@p:ubcv:r:245ce733-3ddc740a (.+_)?EF\d_F\d_SPD(_CMD)?(_TL)?,,,,,EF3_F3_SPD_TL,,Los_Angeles,%,,,,,,,,,,2020-05-02T12:14:31.599Z UTC,Pharmacy LEF-3 EF-3C,Pharmacy Air Systems,Pharmacy,Pharmacy LEF-3 EF-3C Pharmacy Air Systems Exhaust Fan Speed Cmd Pharmacy EF3_F3_SPD%,Pharmacy LEF-3 EF-3C Pharmacy Air Systems Exhaust Fan Speed Cmd Pharmacy EF3_F3_SPD%
428,@p:ubcv:r:236c89f0-0aa3754a Pharmacy Rm 6206 EAV-6E040 6E040_VLV_FLOW_FDBK_AV,,,✓,,,@p:ubcv:r:236bb200-28e006d3 PHARMA PHARM_MACRO_SERVER_FH_TEMP_RM (702900),,TL248,,✓,6E040_VLV_FLOW_FDBK_AV,,,,,,,,,@p:ubcv:r:236bb200-28e006d3 PHARMA PHARM_MACRO_SERVER_FH_TEMP_RM (702900),,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:2437f950-5f2f5d16 Pharmacy Rm 6206 EAV-6E040,✓,✓,,,,✓,,@p:ubcv:r:24353a2d-1dc5b578 Pharmacy Floor 6,,,,,✓,,,,2020-06-05T08:38:59-07:00 Los_Angeles,,,,56256.0,2018-10-28T07:00:23-07:00 Los_Angeles,ok,,,,Number,2020-06-05T08:45:20.697-07:00 Los_Angeles,2018-11-28T16:32:36.154-08:00 Los_Angeles,,,,,,,,Exhaust Air Flow,,AV248,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,✓,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,@p:ubcv:r:245b883e-99bf586f (\d|B)E\d+_(.+_)?FLOW_FDBK(_AV)?(_TL)?,,,,,6E040_VLV_FLOW_FDBK_AV_TL,,Los_Angeles,L/s,,,,,,,,,,2020-04-09T19:02:35.97Z UTC,Pharmacy Rm 6206 EAV-6E040,Pharmacy Floor 6,Pharmacy,Pharmacy Rm 6206 EAV-6E040 Pharmacy Floor 6 Exhaust Air Flow Pharmacy 6E040_VLV_FLOW_FDBK_AVL/s,Pharmacy Rm 6206 EAV-6E040 Pharmacy Floor 6 Exhaust Air Flow Pharmacy 6E040_VLV_FLOW_FDBK_AVL/s
487,@p:ubcv:r:236c8b3c-8a3a5471 Pharmacy Unsorted Points LTG_RLY6,,,,,,@p:ubcv:r:236bb496-1077283c PHARMA PHARM_LTG_LVL6_WEST RM6107 (700527),,TL6,,✓,LTG_RLY6,,,,,,,,,@p:ubcv:r:236bb496-1077283c PHARMA PHARM_LTG_LVL6_WEST RM6107 (700527),,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:236c89d2-3e86ef2f Pharmacy Unsorted Points,✓,,,,,,,@p:ubcv:r:236c89d2-78fca1e4 Pharmacy Unsorted Points,,,,,✓,,,,,,,,,,ok,,,,Bool,2020-06-05T08:55:45.201-07:00 Los_Angeles,2018-11-28T16:32:36.118-08:00 Los_Angeles,,,,,,,,LTG_RLY6,✓,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,,,,,,LTG_RLY6_TL,,Los_Angeles,,,,,,,,,,,2020-04-08T23:17:36.72Z UTC,Pharmacy Unsorted Points,Pharmacy Unsorted Points,Pharmacy,Pharmacy Unsorted Points Pharmacy Unsorted Points LTG_RLY6 Pharmacy LTG_RLY6,Pharmacy Unsorted Points Pharmacy Unsorted Points LTG_RLY6 Pharmacy LTG_RLY6
553,@p:ubcv:r:236c8a6c-e0ad0523 Pharmacy LEF-1 EF-1A EF1_F1_ENAB,,,,,,"@p:ubcv:r:236bb200-176f7cdc PHARMA PHARM_AHU16~18,EF1 (701500)",,TL300,,✓,EF1_F1_ENAB,,,,,,✓,,,"@p:ubcv:r:236bb200-176f7cdc PHARMA PHARM_AHU16~18,EF1 (701500)",,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,✓,,,,,@p:ubcv:r:24354340-7bd4827f Pharmacy LEF-1 EF-1A,✓,✓,✓,,,,,@p:ubcv:r:2203b248-b3a5eb9a Pharmacy Air Systems,,,,,✓,,,,2020-06-05T08:44:05-07:00 Los_Angeles,,,,51608.0,2018-10-29T08:08:34-07:00 Los_Angeles,ok,,,,Bool,2020-06-05T08:45:17.499-07:00 Los_Angeles,2018-11-28T16:32:37.913-08:00 Los_Angeles,,,,,,,,Exhaust Fan Enable Cmd,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,@p:ubcv:r:24423bb9-3d9df396 (.+_)?EF_?\d+?_(F\d_)?ENAB(_TL)?,,,,,EF1_F1_ENAB_POLL_TL,,Los_Angeles,,,,,,,,,,,2020-04-09T19:16:25.485Z UTC,Pharmacy LEF-1 EF-1A,Pharmacy Air Systems,Pharmacy,Pharmacy LEF-1 EF-1A Pharmacy Air Systems Exhaust Fan Enable Cmd Pharmacy EF1_F1_ENAB,Pharmacy LEF-1 EF-1A Pharmacy Air Systems Exhaust Fan Enable Cmd Pharmacy EF1_F1_ENAB
579,@p:ubcv:r:236c9002-c8d65151 Pharmacy Unsorted Points LTG_RLY9,,,,,,@p:ubcv:r:236bb268-863b2f88 Pharmacy PHARM_BSMNT_LTG_B104 (700105),,TL9,,✓,LTG_RLY9,,,,,,,,,@p:ubcv:r:236bb268-863b2f88 Pharmacy PHARM_BSMNT_LTG_B104 (700105),,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:236c89d2-3e86ef2f Pharmacy Unsorted Points,✓,,,,,,,@p:ubcv:r:236c89d2-78fca1e4 Pharmacy Unsorted Points,,,,,✓,,,,,,,,,,ok,,,,Bool,2020-06-05T08:49:49.98-07:00 Los_Angeles,2018-11-28T16:32:36.102-08:00 Los_Angeles,,,,,,,,LTG_RLY9,✓,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,,,,,,LTG_RLY9_TL,,Los_Angeles,,,,,,,,,,,2020-04-08T23:17:37.165Z UTC,Pharmacy Unsorted Points,Pharmacy Unsorted Points,Pharmacy,Pharmacy Unsorted Points Pharmacy Unsorted Points LTG_RLY9 Pharmacy LTG_RLY9,Pharmacy Unsorted Points Pharmacy Unsorted Points LTG_RLY9 Pharmacy LTG_RLY9
597,@p:ubcv:r:236c8d33-b0153224 Pharmacy Unsorted Points LTG_RLY6,,,,,,@p:ubcv:r:236bb31e-5ab53d00 PHARMA PHARM__LTG_LVL4_WEST RM4130 (700436),,TL6,,✓,LTG_RLY6,,,,,,,,,@p:ubcv:r:236bb31e-5ab53d00 PHARMA PHARM__LTG_LVL4_WEST RM4130 (700436),,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:236c89d2-3e86ef2f Pharmacy Unsorted Points,✓,,,,,,,@p:ubcv:r:236c89d2-78fca1e4 Pharmacy Unsorted Points,,,,,✓,,,,,,,,,,ok,,,,Bool,2020-06-05T08:48:40.533-07:00 Los_Angeles,2018-11-28T16:32:36.115-08:00 Los_Angeles,,,,,,,,LTG_RLY6,✓,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,,,,,,LTG_RLY6_TL,,Los_Angeles,,,,,,,,,,,2020-04-08T23:17:37.167Z UTC,Pharmacy Unsorted Points,Pharmacy Unsorted Points,Pharmacy,Pharmacy Unsorted Points Pharmacy Unsorted Points LTG_RLY6 Pharmacy LTG_RLY6,Pharmacy Unsorted Points Pharmacy Unsorted Points LTG_RLY6 Pharmacy LTG_RLY6
604,@p:ubcv:r:236c89f0-bc185f40 Pharmacy Rm 6206 EAV-6E026 6E026_VLV_FLOW_FDBK_AV,,,✓,,,@p:ubcv:r:236bb200-28e006d3 PHARMA PHARM_MACRO_SERVER_FH_TEMP_RM (702900),,TL247,,✓,6E026_VLV_FLOW_FDBK_AV,,,,,,,,,@p:ubcv:r:236bb200-28e006d3 PHARMA PHARM_MACRO_SERVER_FH_TEMP_RM (702900),,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:2437f950-c97a479d Pharmacy Rm 6206 EAV-6E026,✓,✓,,,,✓,,@p:ubcv:r:24353a2d-1dc5b578 Pharmacy Floor 6,,,,,✓,,,,2020-06-05T08:38:59-07:00 Los_Angeles,,,,56256.0,2018-10-28T07:00:23-07:00 Los_Angeles,ok,,,,Number,2020-06-05T08:45:19.936-07:00 Los_Angeles,2018-11-28T16:32:31.827-08:00 Los_Angeles,,,,,,,,Exhaust Air Flow,,AV247,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,✓,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,@p:ubcv:r:245b883e-99bf586f (\d|B)E\d+_(.+_)?FLOW_FDBK(_AV)?(_TL)?,,,,,6E026_VLV_FLOW_FDBK_AV_TL,,Los_Angeles,L/s,,,,,,,,,,2020-04-09T19:02:35.687Z UTC,Pharmacy Rm 6206 EAV-6E026,Pharmacy Floor 6,Pharmacy,Pharmacy Rm 6206 EAV-6E026 Pharmacy Floor 6 Exhaust Air Flow Pharmacy 6E026_VLV_FLOW_FDBK_AVL/s,Pharmacy Rm 6206 EAV-6E026 Pharmacy Floor 6 Exhaust Air Flow Pharmacy 6E026_VLV_FLOW_FDBK_AVL/s
683,@p:ubcv:r:236c8e23-2f3f6616 Pharmacy Unsorted Points LTG_RLY9,,,,,,@p:ubcv:r:236bb31e-644ab133 PHARMA PHARM_LTG_LVL3_WEST RM3130 (700423),,TL9,,✓,LTG_RLY9,,,,,,,,,@p:ubcv:r:236bb31e-644ab133 PHARMA PHARM_LTG_LVL3_WEST RM3130 (700423),,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:236c89d2-3e86ef2f Pharmacy Unsorted Points,✓,,,,,,,@p:ubcv:r:236c89d2-78fca1e4 Pharmacy Unsorted Points,,,,,✓,,,,,,,,,,ok,,,,Bool,2020-06-05T08:50:54.607-07:00 Los_Angeles,2018-11-28T16:32:36.105-08:00 Los_Angeles,,,,,,,,LTG_RLY9,✓,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,,,,,,LTG_RLY9_TL,,Los_Angeles,,,,,,,,,,,2020-04-08T23:17:37.176Z UTC,Pharmacy Unsorted Points,Pharmacy Unsorted Points,Pharmacy,Pharmacy Unsorted Points Pharmacy Unsorted Points LTG_RLY9 Pharmacy LTG_RLY9,Pharmacy Unsorted Points Pharmacy Unsorted Points LTG_RLY9 Pharmacy LTG_RLY9
752,@p:ubcv:r:236c8ab6-caf78c61 Pharmacy LEF-3 EF3_HR_INLET_DMP,,,,,,"@p:ubcv:r:236bb200-6dadd630 PHARMA PHARM_AHU14_15,EF3,SB1~2 (700900)",,TL233,,✓,EF3_HR_INLET_DMP,,,,,,,,,"@p:ubcv:r:236bb200-6dadd630 PHARMA PHARM_AHU14_15,EF3,SB1~2 (700900)",,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:24354341-ab03a4e5 Pharmacy LEF-3,✓,,,,,,,@p:ubcv:r:2203b248-b3a5eb9a Pharmacy Air Systems,,,,,✓,,,,2020-06-05T08:43:20-07:00 Los_Angeles,,,,56146.0,2018-10-29T08:01:20-07:00 Los_Angeles,ok,,,,Number,2020-06-05T08:45:18.585-07:00 Los_Angeles,2018-11-28T16:32:28.485-08:00 Los_Angeles,,,,,,,,EF3_HR_INLET_DMP,✓,AO2501,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,,,,,,EF3_HR_INLET_DMP_POLL_TL,,Los_Angeles,%,,,,,,,,,,2020-05-02T12:14:32.274Z UTC,Pharmacy LEF-3,Pharmacy Air Systems,Pharmacy,Pharmacy LEF-3 Pharmacy Air Systems EF3_HR_INLET_DMP Pharmacy EF3_HR_INLET_DMP%,Pharmacy LEF-3 Pharmacy Air Systems EF3_HR_INLET_DMP Pharmacy EF3_HR_INLET_DMP%
761,@p:ubcv:r:236c8a6c-e84d3123 Pharmacy LEF-1 EF-1B EF1_F2_SPD,,,✓,,,"@p:ubcv:r:236bb200-176f7cdc PHARMA PHARM_AHU16~18,EF1 (701500)",,TL311,,✓,EF1_F2_SPD,,,,,,✓,,,"@p:ubcv:r:236bb200-176f7cdc PHARMA PHARM_AHU16~18,EF1 (701500)",,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:24354341-2df19d70 Pharmacy LEF-1 EF-1B,✓,✓,✓,,,,,@p:ubcv:r:2203b248-b3a5eb9a Pharmacy Air Systems,,,,,✓,,,,2020-06-05T08:45:00-07:00 Los_Angeles,,,,52090.0,2018-10-29T09:00:00-07:00 Los_Angeles,ok,,,,Number,2020-06-05T08:45:18.569-07:00 Los_Angeles,2018-11-28T16:32:39.837-08:00 Los_Angeles,,,,,,,,Exhaust Fan Speed Cmd,,AO2402,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,✓,,,,,,@p:ubcv:r:245ce733-3ddc740a (.+_)?EF\d_F\d_SPD(_CMD)?(_TL)?,,,,,EF1_F2_SPD_CMD_POLL_TL,,Los_Angeles,%,,,,,,,,,,2020-04-09T19:02:33.961Z UTC,Pharmacy LEF-1 EF-1B,Pharmacy Air Systems,Pharmacy,Pharmacy LEF-1 EF-1B Pharmacy Air Systems Exhaust Fan Speed Cmd Pharmacy EF1_F2_SPD%,Pharmacy LEF-1 EF-1B Pharmacy Air Systems Exhaust Fan Speed Cmd Pharmacy EF1_F2_SPD%
820,@p:ubcv:r:236c9002-7382ae33 Pharmacy Unsorted Points LTG_RLY11,,,,,,@p:ubcv:r:236bb268-863b2f88 Pharmacy PHARM_BSMNT_LTG_B104 (700105),,TL11,,✓,LTG_RLY11,,,,,,,,,@p:ubcv:r:236bb268-863b2f88 Pharmacy PHARM_BSMNT_LTG_B104 (700105),,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:236c89d2-3e86ef2f Pharmacy Unsorted Points,✓,,,,,,,@p:ubcv:r:236c89d2-78fca1e4 Pharmacy Unsorted Points,,,,,✓,,,,,,,,,,ok,,,,Bool,2020-06-05T08:49:49.671-07:00 Los_Angeles,2018-11-28T16:32:47.235-08:00 Los_Angeles,,,,,,,,LTG_RLY11,✓,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,,,,,,LTG_RLY11_TL,,Los_Angeles,,,,,,,,,,,2020-04-08T23:17:37.179Z UTC,Pharmacy Unsorted Points,Pharmacy Unsorted Points,Pharmacy,Pharmacy Unsorted Points Pharmacy Unsorted Points LTG_RLY11 Pharmacy LTG_RLY11,Pharmacy Unsorted Points Pharmacy Unsorted Points LTG_RLY11 Pharmacy LTG_RLY11
841,@p:ubcv:r:236c9002-0e028218 Pharmacy Unsorted Points LTG_RLY6,,,,,,@p:ubcv:r:236bb268-863b2f88 Pharmacy PHARM_BSMNT_LTG_B104 (700105),,TL6,,✓,LTG_RLY6,,,,,,,,,@p:ubcv:r:236bb268-863b2f88 Pharmacy PHARM_BSMNT_LTG_B104 (700105),,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:236c89d2-3e86ef2f Pharmacy Unsorted Points,✓,,,,,,,@p:ubcv:r:236c89d2-78fca1e4 Pharmacy Unsorted Points,,,,,✓,,,,,,,,,,ok,,,,Bool,2020-06-05T08:49:50.455-07:00 Los_Angeles,2018-11-28T16:32:36.114-08:00 Los_Angeles,,,,,,,,LTG_RLY6,✓,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,,,,,,LTG_RLY6_TL,,Los_Angeles,,,,,,,,,,,2020-04-08T23:17:36.738Z UTC,Pharmacy Unsorted Points,Pharmacy Unsorted Points,Pharmacy,Pharmacy Unsorted Points Pharmacy Unsorted Points LTG_RLY6 Pharmacy LTG_RLY6,Pharmacy Unsorted Points Pharmacy Unsorted Points LTG_RLY6 Pharmacy LTG_RLY6
853,@p:ubcv:r:236c89d6-2c3b9b68 Pharmacy Rm 5206 EAV-5E055 5E055_VLV_FLOW_FDBK_AV,,,✓,,,@p:ubcv:r:236bb200-c61ba5ec PHARMA PHARM_L4~L6_LAB_TLOG2 Manager (703200),,TL14,,✓,5E055_VLV_FLOW_FDBK_AV,,,,,,,,,@p:ubcv:r:236bb200-c61ba5ec PHARMA PHARM_L4~L6_LAB_TLOG2 Manager (703200),,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:2437f94e-ef795629 Pharmacy Rm 5206 EAV-5E055,✓,✓,,,,✓,,@p:ubcv:r:24353a1f-3e4e6d88 Pharmacy Floor 5,,,,,✓,,,,2020-06-05T08:45:00-07:00 Los_Angeles,,,,56118.0,2018-10-29T09:00:00-07:00 Los_Angeles,ok,,,,Number,2020-06-05T08:55:12.034-07:00 Los_Angeles,2018-11-28T16:32:32.779-08:00 Los_Angeles,,,,,,,,Exhaust Air Flow,,AV14,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,✓,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,@p:ubcv:r:245b883e-99bf586f (\d|B)E\d+_(.+_)?FLOW_FDBK(_AV)?(_TL)?,,,,,5E055_VLV_FLOW_FDBK_TL,,Los_Angeles,L/s,,,,,,,,,,2020-04-09T19:02:36.452Z UTC,Pharmacy Rm 5206 EAV-5E055,Pharmacy Floor 5,Pharmacy,Pharmacy Rm 5206 EAV-5E055 Pharmacy Floor 5 Exhaust Air Flow Pharmacy 5E055_VLV_FLOW_FDBK_AVL/s,Pharmacy Rm 5206 EAV-5E055 Pharmacy Floor 5 Exhaust Air Flow Pharmacy 5E055_VLV_FLOW_FDBK_AVL/s
863,@p:ubcv:r:25978d5e-b22b92a7 Pharmacy Unsorted Points PHARM_TOT_WIFI_OCC,,,,,,@p:ubcv:r:20253080-7b224bda Pharmacy Main Router (700000),,TL14,,,PHARM_TOT_WIFI_OCC,,,,,,,,,@p:ubcv:r:20253080-7b224bda Pharmacy Main Router (700000),,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:236c89d2-3e86ef2f Pharmacy Unsorted Points,✓,,,,,,,@p:ubcv:r:236c89d2-78fca1e4 Pharmacy Unsorted Points,,,,,✓,,,,2020-06-05T08:45:00-07:00 Los_Angeles,,,,15744.0,2019-12-24T05:30:00-08:00 Los_Angeles,ok,,,,Number,2020-06-05T08:52:11.977-07:00 Los_Angeles,,,,,,,,,Occupancy Sensor,,AV4,✓,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,✓,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,@p:ubcv:r:23e65d0e-88249056 .+_OCC(_BV)?(_TL)?,,,,,PHARM_TOT_WIFI_OCC_TL,,Los_Angeles,_,,,,,,,,,,2020-04-14T16:49:59.42Z UTC,Pharmacy Unsorted Points,Pharmacy Unsorted Points,Pharmacy,Pharmacy Unsorted Points Pharmacy Unsorted Points Occupancy Sensor Pharmacy PHARM_TOT_WIFI_OCC_,Pharmacy Unsorted Points Pharmacy Unsorted Points Occupancy Sensor Pharmacy PHARM_TOT_WIFI_OCC_
873,@p:ubcv:r:236c8a57-3c3037ee Pharmacy LEF-2 EF-2B EF2_F2_ENAB,,,,,,"@p:ubcv:r:236bb200-54317492 PHARMA PHARM_SB3~6,EF2,SMOKE_EF14~16 (701600)",,TL15,,✓,EF2_F2_ENAB,,,,,,✓,,,"@p:ubcv:r:236bb200-54317492 PHARMA PHARM_SB3~6,EF2,SMOKE_EF14~16 (701600)",,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,✓,,,,,@p:ubcv:r:24354341-5f3c1eb8 Pharmacy LEF-2 EF-2B,✓,✓,✓,,,,,@p:ubcv:r:2203b248-b3a5eb9a Pharmacy Air Systems,,,,,✓,,,,2018-12-20T14:28:59-08:00 Los_Angeles,,,,4.0,2018-12-20T12:51:43-08:00 Los_Angeles,ok,,,,Bool,2020-06-05T08:51:53.016-07:00 Los_Angeles,2018-11-28T16:32:44.495-08:00 Los_Angeles,,,,,,,,Exhaust Fan Enable Cmd,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,@p:ubcv:r:24423bb9-3d9df396 (.+_)?EF_?\d+?_(F\d_)?ENAB(_TL)?,,,,,EF2_F2_ENAB_TL,,Los_Angeles,,,,,,,,,,,2020-04-09T19:16:25.628Z UTC,Pharmacy LEF-2 EF-2B,Pharmacy Air Systems,Pharmacy,Pharmacy LEF-2 EF-2B Pharmacy Air Systems Exhaust Fan Enable Cmd Pharmacy EF2_F2_ENAB,Pharmacy LEF-2 EF-2B Pharmacy Air Systems Exhaust Fan Enable Cmd Pharmacy EF2_F2_ENAB
913,@p:ubcv:r:236c8ab6-ba978e70 Pharmacy LEF-3 EF-3A EF3_F1_SPD_FB,,,✓,,,"@p:ubcv:r:236bb200-6dadd630 PHARMA PHARM_AHU14_15,EF3,SB1~2 (700900)",,TL230,,✓,EF3_F1_SPD_FB,,,,,,,,,"@p:ubcv:r:236bb200-6dadd630 PHARMA PHARM_AHU14_15,EF3,SB1~2 (700900)",,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:24354342-6a96ce5b Pharmacy LEF-3 EF-3A,✓,✓,✓,,,,,@p:ubcv:r:2203b248-b3a5eb9a Pharmacy Air Systems,,,,,✓,,,,2020-06-05T08:43:20-07:00 Los_Angeles,,,,56146.0,2018-10-29T08:01:20-07:00 Los_Angeles,ok,,,,Number,2020-06-05T08:45:18.568-07:00 Los_Angeles,2018-11-28T16:32:33.803-08:00 Los_Angeles,,,,,,,,Exhaust Fan Speed,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,✓,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,✓,,,,,,@p:ubcv:r:24423d81-5e5a6858 (.+_)?EF\d_F\d_SPD_FB(_TL)?,,,,,EF3_F1_SPD_FB_POLL_TL,,Los_Angeles,%,,,,,,,,,,2020-05-02T12:14:31.844Z UTC,Pharmacy LEF-3 EF-3A,Pharmacy Air Systems,Pharmacy,Pharmacy LEF-3 EF-3A Pharmacy Air Systems Exhaust Fan Speed Pharmacy EF3_F1_SPD_FB%,Pharmacy LEF-3 EF-3A Pharmacy Air Systems Exhaust Fan Speed Pharmacy EF3_F1_SPD_FB%
931,@p:ubcv:r:236c8e23-ec18b21c Pharmacy Unsorted Points LTG_RLY6,,,,,,@p:ubcv:r:236bb31e-644ab133 PHARMA PHARM_LTG_LVL3_WEST RM3130 (700423),,TL6,,✓,LTG_RLY6,,,,,,,,,@p:ubcv:r:236bb31e-644ab133 PHARMA PHARM_LTG_LVL3_WEST RM3130 (700423),,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:236c89d2-3e86ef2f Pharmacy Unsorted Points,✓,,,,,,,@p:ubcv:r:236c89d2-78fca1e4 Pharmacy Unsorted Points,,,,,✓,,,,,,,,,,ok,,,,Bool,2020-06-05T08:50:54.819-07:00 Los_Angeles,2018-11-28T16:32:36.117-08:00 Los_Angeles,,,,,,,,LTG_RLY6,✓,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,,,,,,LTG_RLY6_TL,,Los_Angeles,,,,,,,,,,,2020-04-08T23:17:36.747Z UTC,Pharmacy Unsorted Points,Pharmacy Unsorted Points,Pharmacy,Pharmacy Unsorted Points Pharmacy Unsorted Points LTG_RLY6 Pharmacy LTG_RLY6,Pharmacy Unsorted Points Pharmacy Unsorted Points LTG_RLY6 Pharmacy LTG_RLY6
