,index,id,groupRefclean,equipRefclean,siteRef,navName_x,bmsName,unit_x,kind,0
5037,6474,@p:ubcv:r:236c8a57-674c6453 Pharmacy LEF-2 EF2_HR_INLET_T,Pharmacy Air Systems,Pharmacy LEF-2,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Exhaust Air Temp,EF2_HR_INLET_T,°C,Number,
5038,6475,@p:ubcv:r:236c8ab6-19546fce Pharmacy LEF-3 EF-3B EF3_F2_VFD_PWR(kWh),Pharmacy Air Systems,Pharmacy LEF-3 EF-3B,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Energy,EF3_F2_VFD_PWR(kWh),kWh,Number,
5039,6476,@p:ubcv:r:236c8feb-d693be02 Pharmacy CRAH System CRAH-1 CRAH1_CHWV_POS,Pharmacy Hydronic Systems,Pharmacy CRAH System CRAH-1,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CRAH1_CHWV_POS,CRAH1_CHWV_POS,%,Number,
5040,6477,@p:ubcv:r:236c8a1d-2fbb2296 Pharmacy Elec Submeters LEED-ATS-S3 ATS-S3_CurrentC,Pharmacy Utilities,Pharmacy Elec Submeters LEED-ATS-S3,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Current C,ATS-S3_CurrentC,A,Number,
5041,6478,@p:ubcv:r:2391bbbf-2649bb00 Pharmacy Rm 2102 VAV-2S001 VAV_2S001_FLW,Pharmacy Floor 2,Pharmacy Rm 2102 VAV-2S001,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Flow,VAV_2S001_FLW,L/s,Number,
5042,6479,@p:ubcv:r:236c89f0-0d270825 Pharmacy Rm 6102 EAV-6E008 6E008_VLV_FLOW_FDBK_AV,Pharmacy Floor 6,Pharmacy Rm 6102 EAV-6E008,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Exhaust Air Flow,6E008_VLV_FLOW_FDBK_AV,L/s,Number,
5043,6483,@p:ubcv:r:236c8bde-a60d1bb8 Pharmacy Rm 6120 VAV-6S067 VAV_6S067_HCV,Pharmacy Floor 6,Pharmacy Rm 6120 VAV-6S067,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Heating Valve Cmd,VAV_6S067_HCV,%,Number,
5044,6484,@p:ubcv:r:236c8feb-c9c022f8 Pharmacy HW Submeters FM-11 FM11_BTU_P8AB_EWT,Pharmacy Utilities,Pharmacy HW Submeters FM-11,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Entering Water Temp,FM11_BTU_P8AB_EWT,°C,Number,
5045,6485,@p:ubcv:r:236c8a03-94d95c1a Pharmacy Rm 5202 EAV-5E051 5E051_JAM_ALARM_BV,Pharmacy Floor 5,Pharmacy Rm 5202 EAV-5E051,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Flow Alarm,5E051_JAM_ALARM_BV,,Bool,
5046,6486,@p:ubcv:r:236c89f1-2993da4a Pharmacy Rm 6102d EAV-6E002 6E002_SASH_OPEN_PERCENT,Pharmacy Floor 6,Pharmacy Rm 6102d EAV-6E002,@p:ubcv:r:20545206-9300bfc5 Pharmacy,6E002_SASH_OPEN_PERCENT,6E002_SASH_OPEN_PERCENT,%,Number,
5047,6487,@p:ubcv:r:236c89f8-c369e8b9 Pharmacy Rm 5302b VAV-5S053 5S053_5E023_SUP_JAM_ALARM_BV,Pharmacy Floor 5,Pharmacy Rm 5302b VAV-5S053,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Flow Alarm,5S053_5E023_SUP_JAM_ALARM_BV,,Bool,
5048,6489,@p:ubcv:r:2391b8d1-4c6245b3 Pharmacy Rm 1102a FC-105 FCU_105_CCV,Pharmacy Floor 1,Pharmacy Rm 1102a FC-105,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Cooling Valve Cmd,FCU_105_CCV,%,Number,
5049,6490,@p:ubcv:r:236c902f-54f830e9 Pharmacy Unsorted Points TX_PA,Pharmacy Unsorted Points,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,TX_PA,TX_PA,,Bool,
5050,6491,@p:ubcv:r:2391ca07-f58f88e8 Pharmacy Unsorted Points CO2_RM_5302B,Pharmacy Unsorted Points,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CO2_RM_5302B,CO2_RM_5302B,ppm,Number,
5051,6492,@p:ubcv:r:2391bbe9-751af3dd Pharmacy Rm 3210b FC-306 FCU_306_RT_SP,Pharmacy Floor 3,Pharmacy Rm 3210b FC-306,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp Effective Sp,FCU_306_RT_SP,°C,Number,
5052,6493,@p:ubcv:r:236c9050-928a1c31 Pharmacy CRAH System CRAH4~6_RT2,Pharmacy Hydronic Systems,Pharmacy CRAH System,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CRAH4~6_RT2,CRAH4~6_RT2,°C,Number,
5053,6495,@p:ubcv:r:236c8a1e-8570605a Pharmacy Elec Submeters LEED-6N4LE1 6N4LE1_CurrentB,Pharmacy Utilities,Pharmacy Elec Submeters LEED-6N4LE1,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Current B,6N4LE1_CurrentB,A,Number,
5054,6496,@p:ubcv:r:236c8a40-740584c2 Pharmacy Rm B406a EAV-BS073 BS073_SUP_JAM_AL_BV,Pharmacy Floor 0,Pharmacy Rm B406a EAV-BS073,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Alarm,BS073_SUP_JAM_AL_BV,,Bool,
5055,6497,@p:ubcv:r:2391c3e1-bc15d7eb Pharmacy Rm 2304 VAV-2S038 VAV_2S038_DMP,Pharmacy Floor 2,Pharmacy Rm 2304 VAV-2S038,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Damper Cmd,VAV_2S038_DMP,%,Number,
5056,6502,@p:ubcv:r:236c8a1d-f2bb86b8 Pharmacy Elec Submeters LEED-S2 S2_Demand,Pharmacy Utilities,Pharmacy Elec Submeters LEED-S2,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Demand,S2_Demand,W,Number,
5057,6503,@p:ubcv:r:236c8a40-3bb5973c Pharmacy Rm B721 EAV-BS066 BS066_AVG_ROOM_RT,Pharmacy Floor 0,Pharmacy Rm B721 EAV-BS066,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,BS066_AVG_ROOM_RT,°C,Number,
5058,6504,@p:ubcv:r:236c8ae6-c7c463f8 Pharmacy LEF-4 EF4_CHWST_HRV_SP_TL,Pharmacy Air Systems,Pharmacy LEF-4,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Entering Chilled Water Temp Sp,EF4_CHWST_HRV_SP_TL,°C,Number,
5059,6505,@p:ubcv:r:236c8a03-5ae3a43f Pharmacy Rm 6303 VAV-6S034 6S034_JAM_ALARM_BV,Pharmacy Floor 6,Pharmacy Rm 6303 VAV-6S034,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Flow Alarm,6S034_JAM_ALARM_BV,,Bool,
5060,6506,@p:ubcv:r:2391c51c-e5d28219 Pharmacy Rm 3300b FC-305 FCU_305_RT,Pharmacy Floor 3,Pharmacy Rm 3300b FC-305,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,FCU_305_RT,°C,Number,
5061,6507,@p:ubcv:r:2391bd3c-9cbb2d00 Pharmacy Rm 3202 VAV-3S014 VAV_3S014_MOTION,Pharmacy Floor 3,Pharmacy Rm 3202 VAV-3S014,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Occupancy Sensor,VAV_3S014_MOTION,,Bool,
5062,6509,@p:ubcv:r:236c8a6c-965e20f0 Pharmacy AHU-17 AHU17_SAT,Pharmacy Air Systems,Pharmacy AHU-17,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Temp,AHU17_SAT,°C,Number,
5063,6510,@p:ubcv:r:236c9050-2bd33206 Pharmacy AHU-20 AHU20_SAT_SP,Pharmacy Air Systems,Pharmacy AHU-20,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Temp Sp,AHU20_SAT_SP,_,Number,
5064,6511,@p:ubcv:r:2391cb7f-1a426d0b Pharmacy FC-R05 FCU_R05_S,Pharmacy Roof,Pharmacy FC-R05,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Fan Run ,FCU_R05_S,A,Number,
5065,6512,@p:ubcv:r:236c8ae7-1ae84a70 Pharmacy AHU-13 AHU13_HCV,Pharmacy Air Systems,Pharmacy AHU-13,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Heating Valve Cmd,AHU13_HCV,%,Number,
5066,6513,@p:ubcv:r:236c89e6-29f4df30 Pharmacy Lab B604a Zone BS035_ROOM_RH,Pharmacy Floor 0,Pharmacy Lab B604a Zone,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Humidity,BS035_ROOM_RH,%RH,Number,
5067,6514,@p:ubcv:r:236c8de6-1b9d8ebe Pharmacy Rm 4124 VAV-4S025 VAV_4S025_DP,Pharmacy Floor 4,Pharmacy Rm 4124 VAV-4S025,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Differential Pressure,VAV_4S025_DP,Pa,Number,
5068,6515,@p:ubcv:r:236c8a57-353f0b50 Pharmacy Unsorted Points SB3_ALARM,Pharmacy Unsorted Points,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,SB3_ALARM,SB3_ALARM,,Bool,
5069,6516,@p:ubcv:r:236c8b04-5d631d9b Pharmacy Rm 5105 FC-515 FCU_515_NSB_CLG_BV,Pharmacy Floor 5,Pharmacy Rm 5105 FC-515,@p:ubcv:r:20545206-9300bfc5 Pharmacy,FCU_515_NSB_CLG_BV,FCU_515_NSB_CLG_BV,,Bool,
5070,6517,@p:ubcv:r:2391ca72-c7fe4a84 Pharmacy Windows L6_E_RT_SP_MUX,Pharmacy Floor 6,Pharmacy Windows,@p:ubcv:r:20545206-9300bfc5 Pharmacy,L6_E_RT_SP_MUX,L6_E_RT_SP_MUX,°C,Number,
5071,6518,@p:ubcv:r:236c8b04-42798a9f Pharmacy Rm 5105 FC-515 FCU_515_NSB_HTG_BV,Pharmacy Floor 5,Pharmacy Rm 5105 FC-515,@p:ubcv:r:20545206-9300bfc5 Pharmacy,FCU_515_NSB_HTG_BV,FCU_515_NSB_HTG_BV,,Bool,
5072,6519,@p:ubcv:r:236c9051-d9894fc7 Pharmacy HW Submeters FM-8 FM8_BTU_P5AB_ENERGY(AT)_DAILY_TL,Pharmacy Utilities,Pharmacy HW Submeters FM-8,@p:ubcv:r:20545206-9300bfc5 Pharmacy,FM8_BTU_P5AB_ENERGY(AT)_DAILY_TL,FM8_BTU_P5AB_ENERGY(AT)_DAILY_TL,_,Number,
5073,6520,@p:ubcv:r:236c8a57-8cbaaa8a Pharmacy Unsorted Points SMOKE_EF_15_ENAB,Pharmacy Unsorted Points,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Exhaust Fan Enable Cmd,SMOKE_EF_15_ENAB,,Bool,
5074,6523,@p:ubcv:r:236c89db-53a4564b Pharmacy Rm B710a EAV-BS056 BS056_EXH_VLV_FLW_FB,Pharmacy Floor 0,Pharmacy Rm B710a EAV-BS056,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Exhaust Air Flow,BS056_EXH_VLV_FLW_FB,L/s,Number,
5075,6525,@p:ubcv:r:236c89dc-efb3e900 Pharmacy Rm B502 EAV-BS036 BS035_PRIMARY_PRES,Pharmacy Floor 0,Pharmacy Rm B502 EAV-BS036,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Pressure,BS035_PRIMARY_PRES,Pa,Number,
5076,6526,@p:ubcv:r:236c8fec-5ea80457 Pharmacy CRAH System CRAH-5 CRAH5_WATER_UND_FLR_AL_BV,Pharmacy Hydronic Systems,Pharmacy CRAH System CRAH-5,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Alarm,CRAH5_WATER_UND_FLR_AL_BV,,Bool,
5077,6527,@p:ubcv:r:236c9051-9c8af33d Pharmacy Cooling Plant P6C CT_P6C_S,Pharmacy Hydronic Systems,Pharmacy Cooling Plant,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Run Status,CT_P6C_S,A,Number,
5078,6528,@p:ubcv:r:236c8c9b-ea1a1420 Pharmacy Rm 5114 VAV-5S015 VAV_5S015_RT_AV,Pharmacy Floor 5,Pharmacy Rm 5114 VAV-5S015,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,VAV_5S015_RT_AV,°C,Number,
5079,6529,@p:ubcv:r:236c8fd4-7d93b158 Pharmacy AHU-04 AHU4_PFIL,Pharmacy Air Systems,Pharmacy AHU-04,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Pre Filter Alarm,AHU4_PFIL,,Bool,
5080,6530,@p:ubcv:r:236c8a6c-bf814ae3 Pharmacy AHU-18 AHU18_SA_PRES,Pharmacy Air Systems,Pharmacy AHU-18,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Static Pressure,AHU18_SA_PRES,Pa,Number,
5081,6531,@p:ubcv:r:236c9051-55c3af3b Pharmacy HW Submeters FM-9 FM9_BTU_CRAH4~6_LWT_TL,Pharmacy Utilities,Pharmacy HW Submeters FM-9,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Leaving Water Temp,FM9_BTU_CRAH4~6_LWT_TL,°C,Number,
5082,6532,@p:ubcv:r:236c8fec-9cec1f86 Pharmacy CRAH System CRAH-5 CRAH5_CHWV_POS,Pharmacy Hydronic Systems,Pharmacy CRAH System CRAH-5,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CRAH5_CHWV_POS,CRAH5_CHWV_POS,%,Number,
5083,6533,@p:ubcv:r:236c8a41-0db2e71e Pharmacy Rm B401b EAV-BS006 BS006_CAGE_EXH_VALVE_CMD_AV,Pharmacy Floor 0,Pharmacy Rm B401b EAV-BS006,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Valve Cmd,BS006_CAGE_EXH_VALVE_CMD_AV,%,Number,
5084,6535,@p:ubcv:r:2391be74-63838694 Pharmacy Rm Corr FC-608 FCU_608_CCV,Pharmacy Floor 6,Pharmacy Rm Corr FC-608,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Cooling Valve Cmd,FCU_608_CCV,%,Number,
5085,6536,@p:ubcv:r:236c8acd-eb8abad5 Pharmacy Cooling Plant CT_SPD_CO_2_TL,Pharmacy Hydronic Systems,Pharmacy Cooling Plant,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CT_SPD_CO_2_TL,CT_SPD_CO_2_TL,_,Number,
5086,6537,@p:ubcv:r:236c8a6c-ba0f95f8 Pharmacy AHU-17 SF AHU17_SPD_FB,Pharmacy Air Systems,Pharmacy AHU-17 SF,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Fan Speed Feedback,AHU17_SPD_FB,%,Number,
5087,6538,@p:ubcv:r:226cf1e9-3c071a41 Pharmacy Cooling Plant P-5C CHWP_P5C_VFD_PWR(kWh)_TL,Pharmacy Hydronic Systems,Pharmacy Cooling Plant P-5C,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Energy,CHWP_P5C_VFD_PWR(kWh)_TL,kWh,Number,
5088,6539,@p:ubcv:r:236c89f0-f99ad752 Pharmacy Rm 5202 EAV-5E064 5E064_VLV_FLOW_FDBK_HILIM_SP,Pharmacy Floor 5,Pharmacy Rm 5202 EAV-5E064,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Exhaust Air Flow High Lim Sp,5E064_VLV_FLOW_FDBK_HILIM_SP,L/s,Number,
5089,6541,@p:ubcv:r:2391bd5d-88bb9723 Pharmacy Rm 3202 VAV-3S010 VAV_3S010_HCV,Pharmacy Floor 3,Pharmacy Rm 3202 VAV-3S010,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Heating Valve Cmd,VAV_3S010_HCV,%,Number,
5090,6542,@p:ubcv:r:236c8cd4-94704ed1 Pharmacy Rm 5110 RAD-5-07 RZ5_07_SLAB_T2,Pharmacy Floor 5,Pharmacy Rm 5110 RAD-5-07,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,RZ5_07_SLAB_T2,°C,Number,
5091,6545,@p:ubcv:r:236c8ae6-a0cd4246 Pharmacy AHU-13 AHU13_SF_VFD_PWR(AT)_DAILY_TL,Pharmacy Air Systems,Pharmacy AHU-13,@p:ubcv:r:20545206-9300bfc5 Pharmacy,AHU13_SF_VFD_PWR(AT)_DAILY_TL,AHU13_SF_VFD_PWR(AT)_DAILY_TL,_,Number,
5092,6546,@p:ubcv:r:236c89f0-422b039c Pharmacy Rm 6102c VAV-6S002 6S002_6E003_AVG_SPACE_TEMP_AV,Pharmacy Floor 6,Pharmacy Rm 6102c VAV-6S002,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,6S002_6E003_AVG_SPACE_TEMP_AV,°C,Number,
5093,6548,@p:ubcv:r:236c8b7e-788e8e73 Pharmacy Rm 6112 VAV-6S071 VAV_6S071_FLW_SP,Pharmacy Floor 6,Pharmacy Rm 6112 VAV-6S071,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Flow Sp,VAV_6S071_FLW_SP,L/s,Number,
5094,6550,@p:ubcv:r:2391c7e4-60460983 Pharmacy Rm 4327 RAD-4-18 RZ4_18_RT_SP,Pharmacy Floor 4,Pharmacy Rm 4327 RAD-4-18,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp Effective Sp,RZ4_18_RT_SP,°C,Number,
5095,6551,@p:ubcv:r:236c8ae6-4f7dd366 Pharmacy LEF-4 EF-4B EF4_F2_AMPS_POLL_TL,Pharmacy Air Systems,Pharmacy LEF-4 EF-4B,@p:ubcv:r:20545206-9300bfc5 Pharmacy,EF4_F2_AMPS_POLL_TL,EF4_F2_AMPS_POLL_TL,_,Number,
5096,6552,@p:ubcv:r:2391bba4-507c5ed5 Pharmacy Rm 2101 VAV-2S005 VAV_2S005_DP,Pharmacy Floor 2,Pharmacy Rm 2101 VAV-2S005,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Differential Pressure,VAV_2S005_DP,Pa,Number,
5097,6555,@p:ubcv:r:2391c480-977cc8c5 Pharmacy Rm 2333 VAV-2S015 VAV_2S015_RT_AV,Pharmacy Floor 2,Pharmacy Rm 2333 VAV-2S015,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,VAV_2S015_RT_AV,°C,Number,
5098,6556,@p:ubcv:r:2391bbbf-009a5f66 Pharmacy Rm 2102 VAV-2S001 VAV_2S001_HCV,Pharmacy Floor 2,Pharmacy Rm 2102 VAV-2S001,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Heating Valve Cmd,VAV_2S001_HCV,%,Number,
5099,6557,@p:ubcv:r:226cf1e9-a7586955 Pharmacy Cooling Plant P-5B CHWP_P5B_VFD_HZ_FB_TL,Pharmacy Hydronic Systems,Pharmacy Cooling Plant P-5B,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CHWP_P5B_VFD_HZ_FB_TL,CHWP_P5B_VFD_HZ_FB_TL,_,Number,
5100,6559,@p:ubcv:r:2391cb0f-487b4fb8 Pharmacy Rm 6621 RAD-6-08 RZ6_08_HCV,Pharmacy Floor 6,Pharmacy Rm 6621 RAD-6-08,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Heating Valve Cmd,RZ6_08_HCV,%,Number,
5101,6560,@p:ubcv:r:236c8cd4-d86a773e Pharmacy Rm 5110 RAD-5-07 RZ5_07_RT_SP,Pharmacy Floor 5,Pharmacy Rm 5110 RAD-5-07,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp Effective Sp,RZ5_07_RT_SP,°C,Number,
5102,6561,@p:ubcv:r:236c8a6b-0e31bdbb Pharmacy AHU-17 AHU17_HILIM_PRES_SP,Pharmacy Air Systems,Pharmacy AHU-17,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Max Pressure Sp,AHU17_HILIM_PRES_SP,Pa,Number,
5103,6562,@p:ubcv:r:236c8a03-bfaab8c8 Pharmacy Rm B210 EAV-BE092 BE092_JAM_ALARM_BV,Pharmacy Floor 0,Pharmacy Rm B210 EAV-BE092,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Flow Alarm,BE092_JAM_ALARM_BV,,Bool,
5104,6563,@p:ubcv:r:236c89f0-103a3f72 Pharmacy Rm 5310 EAV-5E062 5E062_VLV_FLOW_FDBK_AV,Pharmacy Floor 5,Pharmacy Rm 5310 EAV-5E062,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Exhaust Air Flow,5E062_VLV_FLOW_FDBK_AV,L/s,Number,
5105,6564,@p:ubcv:r:236c8a02-06557327 Pharmacy Rm 4311 VAV-4S052 4S052_JAM_ALARM_BV,Pharmacy Floor 4,Pharmacy Rm 4311 VAV-4S052,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Flow Alarm,4S052_JAM_ALARM_BV,,Bool,
5106,6566,@p:ubcv:r:236c8a37-24e5a5d6 Pharmacy Elec Submeters LEED-6NBME1 6NBME1_CurrentA,Pharmacy Utilities,Pharmacy Elec Submeters LEED-6NBME1,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Current A,6NBME1_CurrentA,A,Number,
5107,6568,@p:ubcv:r:236c89db-ea7af134 Pharmacy Rm B506 EAV-BS038 BS038_ROOM_DIFF_AFLW,Pharmacy Floor 0,Pharmacy Rm B506 EAV-BS038,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS038_ROOM_DIFF_AFLW,BS038_ROOM_DIFF_AFLW,L/s,Number,
5108,6569,@p:ubcv:r:236c9050-40167b67 Pharmacy AHU-20 AHU20_FIL_PRES,Pharmacy Air Systems,Pharmacy AHU-20,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Filter DP,AHU20_FIL_PRES,Pa,Number,
5109,6570,@p:ubcv:r:236c8a41-86b892d3 Pharmacy Rm B403 EAV-BS003 BS003_OCCUPANCY_CMD_BV,Pharmacy Floor 0,Pharmacy Rm B403 EAV-BS003,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS003_OCCUPANCY_CMD_BV,BS003_OCCUPANCY_CMD_BV,,Bool,
5110,6571,@p:ubcv:r:236c8ae6-27161500 Pharmacy AHU-10 SF AHU10_SF_VFD_TSP(Pa)_TL,Pharmacy Air Systems,Pharmacy AHU-10 SF,@p:ubcv:r:20545206-9300bfc5 Pharmacy,AHU10_SF_VFD_TSP(Pa)_TL,AHU10_SF_VFD_TSP(Pa)_TL,_,Number,
5111,6572,@p:ubcv:r:236c89f7-7e16f1e2 Pharmacy Rm 5310d VAV-5S044 5S044_5E012_EXH_JAM_ALARM_BV,Pharmacy Floor 5,Pharmacy Rm 5310d VAV-5S044,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Exhaust Air Flow Alarm,5S044_5E012_EXH_JAM_ALARM_BV,,Bool,
5112,6573,@p:ubcv:r:226cf1e9-c2d036bf Pharmacy Cooling Plant CH-2 CHLR2_CWRT,Pharmacy Hydronic Systems,Pharmacy Cooling Plant CH-2,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Entering Condenser Water Temp,CHLR2_CWRT,°C,Number,
5113,6574,@p:ubcv:r:236c8a99-8696159e Pharmacy AHU-09 AHU9_RAT,Pharmacy Air Systems,Pharmacy AHU-09,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Return Air Temp,AHU9_RAT,°C,Number,
5114,6575,@p:ubcv:r:2391c9dc-1155809e Pharmacy Rm Corr FC-507 FCU_507_RT,Pharmacy Floor 5,Pharmacy Rm Corr FC-507,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,FCU_507_RT,°C,Number,
5115,6577,@p:ubcv:r:236c8a37-6aa20679 Pharmacy Elec Submeters LEED-6NRMC1 6NRMC1_CurrentC,Pharmacy Utilities,Pharmacy Elec Submeters LEED-6NRMC1,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Current C,6NRMC1_CurrentC,A,Number,
5116,6578,@p:ubcv:r:2391c370-63d3a345 Pharmacy Rm stairs VAV-2S022 VAV_2S022_HCV,Pharmacy Floor 2,Pharmacy Rm stairs VAV-2S022,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Heating Valve Cmd,VAV_2S022_HCV,%,Number,
5117,6580,@p:ubcv:r:2391c7e4-691868aa Pharmacy Rm 4327 RAD-4-18 RZ4_18_SLAB_T2,Pharmacy Floor 4,Pharmacy Rm 4327 RAD-4-18,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,RZ4_18_SLAB_T2,°C,Number,
5118,6581,@p:ubcv:r:2391be54-ce60594c Pharmacy Rm Corr FC-610 FCU_610_CCV,Pharmacy Floor 6,Pharmacy Rm Corr FC-610,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Cooling Valve Cmd,FCU_610_CCV,%,Number,
5119,6582,@p:ubcv:r:236c89f1-05afdd0b Pharmacy Rm 4311 EAV-4E039 4E039_SASH_OPEN_PERCENT,Pharmacy Floor 4,Pharmacy Rm 4311 EAV-4E039,@p:ubcv:r:20545206-9300bfc5 Pharmacy,4E039_SASH_OPEN_PERCENT,4E039_SASH_OPEN_PERCENT,%,Number,
5120,6583,@p:ubcv:r:2391c092-1cd83f40 Pharmacy Rm 1304 VAV-1S008 VAV_1S008_DMP,Pharmacy Floor 1,Pharmacy Rm 1304 VAV-1S008,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Damper Cmd,VAV_1S008_DMP,%,Number,
5121,6584,@p:ubcv:r:236c8ab6-441f63ed Pharmacy AHU-15 AHU15_PRES_SP,Pharmacy Air Systems,Pharmacy AHU-15,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Pressure Sp,AHU15_PRES_SP,Pa,Number,
5122,6585,@p:ubcv:r:236c89f7-00278b86 Pharmacy Rm 4313 VAV-4S042 4S042_4E029_EXH_JAM_ALARM_BV,Pharmacy Floor 4,Pharmacy Rm 4313 VAV-4S042,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Exhaust Air Flow Alarm,4S042_4E029_EXH_JAM_ALARM_BV,,Bool,
5123,6586,@p:ubcv:r:236c89f0-a1db91c4 Pharmacy Rm 6303a VAV-6S037 6S037_6E044_AVG_SPACE_TEMP_AV,Pharmacy Floor 6,Pharmacy Rm 6303a VAV-6S037,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,6S037_6E044_AVG_SPACE_TEMP_AV,°C,Number,
5124,6587,@p:ubcv:r:2391bc64-52966d77 Pharmacy Rm Corr FC-310 FCU_310_CCV,Pharmacy Floor 3,Pharmacy Rm Corr FC-310,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Cooling Valve Cmd,FCU_310_CCV,%,Number,
5125,6588,@p:ubcv:r:2391be54-527aa64a Pharmacy Rm Corr FC-610 FCU_610_HCV,Pharmacy Floor 6,Pharmacy Rm Corr FC-610,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Heating Valve Cmd,FCU_610_HCV,%,Number,
5126,6589,@p:ubcv:r:236c8d88-6b6c0aba Pharmacy Rm 4120 RAD-4-14 RZ4_14_SLAB_T2,Pharmacy Floor 4,Pharmacy Rm 4120 RAD-4-14,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,RZ4_14_SLAB_T2,°C,Number,
5127,6590,@p:ubcv:r:2391cb2a-624086ca Pharmacy Unsorted Points CO2_RM_6303A,Pharmacy Unsorted Points,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CO2_RM_6303A,CO2_RM_6303A,ppm,Number,
